x,t=0.1s,t=30000000.0s
1.002004008016032209e-08,2.555617256267156292e+21,5.041569978516122624e+18
0.000000000000000000e+00,0.000000000000000000e+00,-3.807067871093748295e+02
2.004008016032064418e-08,5.110610886453788410e+21,1.008313995201009664e+19
1.002004008016032209e-08,2.555617256267156292e+21,5.041569978516122624e+18
3.006012024048096958e-08,7.664981059796218151e+21,1.512470991545978061e+19
2.004008016032064418e-08,5.110610886453787361e+21,1.008313995201009664e+19
4.008016032064128836e-08,1.021872794547461187e+22,2.016627986384303309e+19
3.006012024048096958e-08,7.664981059796218151e+21,1.512470991545978266e+19
5.010020040080160715e-08,1.277185171261300408e+22,2.520784979213771162e+19
4.008016032064128836e-08,1.021872794547460977e+22,2.016627986384303309e+19
6.012024048096193916e-08,1.532435253027934935e+22,3.024941969532168602e+19
5.010020040080160715e-08,1.277185171261300618e+22,2.520784979213771571e+19
7.014028056112225794e-08,1.787623056748548876e+22,3.529098956837279334e+19
6.012024048096193916e-08,1.532435253027935145e+22,3.024941969532169421e+19
8.016032064128257673e-08,2.042748599318724424e+22,4.033255940626894029e+19
7.014028056112225794e-08,1.787623056748548876e+22,3.529098956837279334e+19
9.018036072144289551e-08,2.297811897628438928e+22,4.537412920398796390e+19
8.016032064128257673e-08,2.042748599318724005e+22,4.033255940626892390e+19
1.002004008016032143e-07,2.552812968562071385e+22,5.041569895650769306e+19
9.018036072144289551e-08,2.297811897628438508e+22,4.537412920398795571e+19
1.102204408817635463e-07,2.807751828998401609e+22,5.545726865880610406e+19
1.002004008016032143e-07,2.552812968562070546e+22,5.041569895650768486e+19
1.202404809619238783e-07,3.062628495810614631e+22,6.049883830586098483e+19
1.102204408817635463e-07,2.807751828998401609e+22,5.545726865880609587e+19
1.302605210420841839e-07,3.317442985866304055e+22,6.554040789265021338e+19
1.202404809619238783e-07,3.062628495810614631e+22,6.049883830586097664e+19
1.402805611222445159e-07,3.572195316027471639e+22,7.058197741415170048e+19
1.302605210420841839e-07,3.317442985866304474e+22,6.554040789265020518e+19
1.503006012024048214e-07,3.826885503150534846e+22,7.562354686534329958e+19
1.402805611222445159e-07,3.572195316027472478e+22,7.058197741415173325e+19
1.603206412825651535e-07,4.081513564086320968e+22,8.066511624120295424e+19
1.503006012024048214e-07,3.826885503150534846e+22,7.562354686534328320e+19
1.703406813627254855e-07,4.336079515680077618e+22,8.570668553670846054e+19
1.603206412825651535e-07,4.081513564086320130e+22,8.066511624120290509e+19
1.803607214428857910e-07,4.590583374771471463e+22,9.074825474683769651e+19
1.703406813627254855e-07,4.336079515680075940e+22,8.570668553670839501e+19
1.903807615230461230e-07,4.845025158194594107e+22,9.578982386656855654e+19
1.803607214428857910e-07,4.590583374771471463e+22,9.074825474683766374e+19
2.004008016032064286e-07,5.099404882777958724e+22,1.008313928908789842e+20
1.903807615230461230e-07,4.845025158194595784e+22,9.578982386656860570e+19
2.104208416833667606e-07,5.353722565344510136e+22,1.058729618147468411e+20
2.004008016032064286e-07,5.099404882777958724e+22,1.008313928908790006e+20
2.204408817635270926e-07,5.607978222711616412e+22,1.109145306331500380e+20
2.104208416833667606e-07,5.353722565344510136e+22,1.058729618147468739e+20
2.304609218436873982e-07,5.862171871691085657e+22,1.159560993410664366e+20
2.204408817635270926e-07,5.607978222711618090e+22,1.109145306331500380e+20
2.404809619238477567e-07,6.116303529089154259e+22,1.209976679334739968e+20
2.304609218436873982e-07,5.862171871691086496e+22,1.159560993410664366e+20
2.505010020040080622e-07,6.370373211706499478e+22,1.260392364053504328e+20
2.404809619238477567e-07,6.116303529089152582e+22,1.209976679334739476e+20
2.605210420841683677e-07,6.624380936338236087e+22,1.310808047516737864e+20
2.505010020040080622e-07,6.370373211706499478e+22,1.260392364053504328e+20
2.705410821643286733e-07,6.878326719773928954e+22,1.361223729674220012e+20
2.605210420841683677e-07,6.624380936338236087e+22,1.310808047516738191e+20
2.805611222444890318e-07,7.132210578797576271e+22,1.411639410475728732e+20
2.705410821643286733e-07,6.878326719773928115e+22,1.361223729674219848e+20
2.905811623246493373e-07,7.386032530187633872e+22,1.462055089871044116e+20
2.805611222444890318e-07,7.132210578797575432e+22,1.411639410475728732e+20
3.006012024048096429e-07,7.639792590716992592e+22,1.512470767809943634e+20
2.905811623246493373e-07,7.386032530187633872e+22,1.462055089871043625e+20
3.106212424849700014e-07,7.893490777153022722e+22,1.562886444242208686e+20
3.006012024048096429e-07,7.639792590716995948e+22,1.512470767809943634e+20
3.206412825651303069e-07,8.147127106257514450e+22,1.613302119117615923e+20
3.106212424849700014e-07,7.893490777153022722e+22,1.562886444242208358e+20
3.306613226452906125e-07,8.400701594786750844e+22,1.663717792385945764e+20
3.206412825651303069e-07,8.147127106257514450e+22,1.613302119117615596e+20
3.406813627254509709e-07,8.654214259491441580e+22,1.714133463996976988e+20
3.306613226452906125e-07,8.400701594786750844e+22,1.663717792385945436e+20
3.507014028056112765e-07,8.907665117116779987e+22,1.764549133900489032e+20
3.406813627254509709e-07,8.654214259491441580e+22,1.714133463996977316e+20
3.607214428857715820e-07,9.161054184402422910e+22,1.814964802046261985e+20
3.507014028056112765e-07,8.907665117116776632e+22,1.764549133900489359e+20
3.707414829659319405e-07,9.414381478082484004e+22,1.865380468384073318e+20
3.607214428857715820e-07,9.161054184402419555e+22,1.814964802046261330e+20
3.807615230460922461e-07,9.667647014885545476e+22,1.915796132863702467e+20
3.707414829659319405e-07,9.414381478082482327e+22,1.865380468384072663e+20
3.907815631262525516e-07,9.920850811534688282e+22,1.966211795434928538e+20
3.807615230460922461e-07,9.667647014885548832e+22,1.915796132863702794e+20
4.008016032064128572e-07,1.017399288474743006e+23,2.016627456047532933e+20
3.907815631262525516e-07,9.920850811534686604e+22,1.966211795434928865e+20
4.108216432865732157e-07,1.042707325123579053e+23,2.067043114651293123e+20
4.008016032064128572e-07,1.017399288474743006e+23,2.016627456047532605e+20
4.208416833667335212e-07,1.068009192770626304e+23,2.117458771195988541e+20
4.108216432865732157e-07,1.042707325123578718e+23,2.067043114651292467e+20
4.308617234468938267e-07,1.093304893085981784e+23,2.167874425631397315e+20
4.208416833667335212e-07,1.068009192770626304e+23,2.117458771195987886e+20
4.408817635270541852e-07,1.118594427739191892e+23,2.218290077907301827e+20
4.308617234468938267e-07,1.093304893085981952e+23,2.167874425631397642e+20
4.509018036072144908e-07,1.143877798399250719e+23,2.268705727973478892e+20
4.408817635270541852e-07,1.118594427739191724e+23,2.218290077907301499e+20
4.609218436873747963e-07,1.169155006734601730e+23,2.319121375779709256e+20
4.509018036072144908e-07,1.143877798399250384e+23,2.268705727973478564e+20
4.709418837675351548e-07,1.194426054413138096e+23,2.369537021275771372e+20
4.609218436873747963e-07,1.169155006734602233e+23,2.319121375779709911e+20
4.809619238476955133e-07,1.219690943102201857e+23,2.419952664411445658e+20
4.709418837675351548e-07,1.194426054413138600e+23,2.369537021275771699e+20
4.909819639278558188e-07,1.244949674468584257e+23,2.470368305136510566e+20
4.809619238476955133e-07,1.219690943102201857e+23,2.419952664411445002e+20
5.005005005005004682e-07,1.268938503810086852e+23,2.518260638241590477e+20
4.909819639278558188e-07,1.244949674468583921e+23,2.470368305136510894e+20
5.010020040080161244e-07,1.270202250178529602e+23,2.520783943400746516e+20
5.005005005005004682e-07,1.268938503810086852e+23,2.518260638241590149e+20
5.110220440881764299e-07,1.295448671897729389e+23,2.571199579153931305e+20
5.010020040080161244e-07,1.270202250178529098e+23,2.520783943400744878e+20
5.210420841683367355e-07,1.320688941291325159e+23,2.621615212345845023e+20
5.110220440881764299e-07,1.295448671897729389e+23,2.571199579153930322e+20
5.310621242484970410e-07,1.345923060023908326e+23,2.672030842926268416e+20
5.210420841683367355e-07,1.320688941291325159e+23,2.621615212345845350e+20
5.410821643286573466e-07,1.371151029759523202e+23,2.722446470844980920e+20
5.310621242484970410e-07,1.345923060023908326e+23,2.672030842926269399e+20
5.511022044088177580e-07,1.396372852161665313e+23,2.772862096051761644e+20
5.410821643286573466e-07,1.371151029759523202e+23,2.722446470844980265e+20
5.611222444889780636e-07,1.421588528893279391e+23,2.823277718496390021e+20
5.511022044088177580e-07,1.396372852161665145e+23,2.772862096051761316e+20
5.711422845691383691e-07,1.446798061616765411e+23,2.873693338128644506e+20
5.611222444889780636e-07,1.421588528893279391e+23,2.823277718496389366e+20
5.811623246492986747e-07,1.472001451993972049e+23,2.924108954898305516e+20
5.711422845691383691e-07,1.446798061616764572e+23,2.873693338128644833e+20
5.911823647294589802e-07,1.497198701686200876e+23,2.974524568755156419e+20
5.811623246492986747e-07,1.472001451993971714e+23,2.924108954898305188e+20
6.012024048096192857e-07,1.522389812354208036e+23,3.024940179648969441e+20
5.911823647294589802e-07,1.497198701686200876e+23,2.974524568755153797e+20
6.112224448897796972e-07,1.547574785658199044e+23,3.075355787529531556e+20
6.012024048096192857e-07,1.522389812354207701e+23,3.024940179648967475e+20
6.212424849699400027e-07,1.572753623257834156e+23,3.125771392346615972e+20
6.112224448897796972e-07,1.547574785658198709e+23,3.075355787529529590e+20
6.312625250501003083e-07,1.597926326812226691e+23,3.176186994050006385e+20
6.212424849699400027e-07,1.572753623257833485e+23,3.125771392346616627e+20
6.412825651302606138e-07,1.623092897979942358e+23,3.226602592589483868e+20
6.312625250501003083e-07,1.597926326812225684e+23,3.176186994050007040e+20
6.513026052104209194e-07,1.648253338419001274e+23,3.277018187914824909e+20
6.412825651302606138e-07,1.623092897979941352e+23,3.226602592589482557e+20
6.613226452905812249e-07,1.673407649786876616e+23,3.327433779975811236e+20
6.513026052104209194e-07,1.648253338419000267e+23,3.277018187914823598e+20
6.713426853707415305e-07,1.698555833740495967e+23,3.377849368722220646e+20
6.613226452905812249e-07,1.673407649786876280e+23,3.327433779975809270e+20
6.813627254509019419e-07,1.723697891936242992e+23,3.428264954103834214e+20
6.713426853707415305e-07,1.698555833740495631e+23,3.377849368722220646e+20
6.913827655310622474e-07,1.748833826029953750e+23,3.478680536070433014e+20
6.813627254509019419e-07,1.723697891936242657e+23,3.428264954103835525e+20
7.014028056112225530e-07,1.773963637676918031e+23,3.529096114571796152e+20
6.913827655310622474e-07,1.748833826029953079e+23,3.478680536070433014e+20
7.114228456913828585e-07,1.799087328531883051e+23,3.579511689557702738e+20
7.014028056112225530e-07,1.773963637676918031e+23,3.529096114571795497e+20
7.214428857715431641e-07,1.824204900249052109e+23,3.629927260977932534e+20
7.114228456913828585e-07,1.799087328531883386e+23,3.579511689557702738e+20
7.314629258517034696e-07,1.849316354482080559e+23,3.680342828782265303e+20
7.214428857715431641e-07,1.824204900249052780e+23,3.629927260977932534e+20
7.414829659318638810e-07,1.874421692884083194e+23,3.730758392920484741e+20
7.314629258517034696e-07,1.849316354482081230e+23,3.680342828782265303e+20
7.515030060120241866e-07,1.899520917107627535e+23,3.781173953342365368e+20
7.414829659318638810e-07,1.874421692884083194e+23,3.730758392920483430e+20
7.615230460921844921e-07,1.924614028804738190e+23,3.831589509997690225e+20
7.515030060120241866e-07,1.899520917107626863e+23,3.781173953342364058e+20
7.715430861723447977e-07,1.949701029626898536e+23,3.882005062836239073e+20
7.615230460921844921e-07,1.924614028804738861e+23,3.831589509997688914e+20
7.815631262525051032e-07,1.974781921225046690e+23,3.932420611807791022e+20
7.715430861723447977e-07,1.949701029626899207e+23,3.882005062836237763e+20
7.915831663326654088e-07,1.999856705249578530e+23,3.982836156862125834e+20
7.815631262525051032e-07,1.974781921225046690e+23,3.932420611807791022e+20
8.016032064128257143e-07,2.024925383350345343e+23,4.033251697949026550e+20
7.915831663326654088e-07,1.999856705249578194e+23,3.982836156862125179e+20
