# time_s, blanket_inventory_kg, TES_inventory_kg, ISS_inventory_kg,storage_inventory_kg,FW_inventory_kg,div_inventory_kg 
5.148086947083589621e+06,3.157910027820229944e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.181779762414530088e+00,1.505580409479529929e-05,1.469065770675919935e-05
5.163088495659340173e+06,3.345680400674999871e-03,6.373312397949999764e-02,2.677001102371969754e-01,1.173538329267399982e+00,1.601908649097699870e-05,1.565393881790490038e-05
5.178209513614360243e+06,3.395041654698080155e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.172501285726410103e+00,1.597296298873560004e-05,1.560782204676400129e-05
5.193086947083589621e+06,3.157910027820289792e-03,6.374202604060690003e-02,2.679638160896760102e-01,1.183239874966030003e+00,1.505580409479549919e-05,1.469065770675939925e-05
5.208088495659340173e+06,3.345680400675029795e-03,6.373312397949999764e-02,2.677001102371969754e-01,1.174998403925570090e+00,1.601908649097710035e-05,1.565393881790490038e-05
5.223209513614360243e+06,3.395041654698049798e-03,6.375075663928660152e-02,2.678173692518590054e-01,1.173961322190459899e+00,1.597296298873549840e-05,1.560782204676380139e-05
5.238086947083589621e+06,3.157910027820340099e-03,6.374202604060690003e-02,2.679638160896760102e-01,1.184699873852200103e+00,1.505580409479560084e-05,1.469065770675949920e-05
5.253088495659340173e+06,3.345680400675009845e-03,6.373312397949999764e-02,2.677001102371969754e-01,1.176458364921350030e+00,1.601908649097690045e-05,1.565393881790479874e-05
5.268209513614360243e+06,3.395041654698019874e-03,6.375075663928660152e-02,2.678173692518590054e-01,1.175421244995090042e+00,1.597296298873540014e-05,1.560782204676380139e-05
5.283086947083589621e+06,3.157910027820379998e-03,6.374202604060690003e-02,2.679638160896770094e-01,1.186159759081889975e+00,1.505580409479549919e-05,1.469065770675939925e-05
5.298088495659340173e+06,3.345680400674890149e-03,6.373312397949990049e-02,2.677001102371969754e-01,1.177918212263600051e+00,1.601908649097650065e-05,1.565393881790439894e-05
5.313209513614360243e+06,3.395041654697970000e-03,6.375075663928660152e-02,2.678173692518590054e-01,1.176881054149160111e+00,1.597296298873529850e-05,1.560782204676369975e-05
5.328086947083589621e+06,3.157910027820370023e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.187619530663929890e+00,1.505580409479560084e-05,1.469065770675939925e-05
5.343088495659340173e+06,3.345680400674940023e-03,6.373312397949990049e-02,2.677001102371949770e-01,1.179377945961139984e+00,1.601908649097690045e-05,1.565393881790479874e-05
5.358209513614360243e+06,3.395041654698009899e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.178340749661509923e+00,1.597296298873549840e-05,1.560782204676389965e-05
5.373086947083589621e+06,3.157910027820389973e-03,6.374202604060690003e-02,2.679638160896790078e-01,1.189079188607170101e+00,1.505580409479560084e-05,1.469065770675939925e-05
5.388088495659340173e+06,3.345680400674999871e-03,6.373312397949990049e-02,2.677001102371949770e-01,1.180837566022850060e+00,1.601908649097710035e-05,1.565393881790499864e-05
5.403209513614360243e+06,3.395041654698029848e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.179800331540989955e+00,1.597296298873549840e-05,1.560782204676389965e-05
5.418086947083589621e+06,3.157910027820360049e-03,6.374202604060690003e-02,2.679638160896790078e-01,1.190538732920479958e+00,1.505580409479539924e-05,1.469065770675929930e-05
5.433088495659340173e+06,3.345680400675090076e-03,6.373312397949990049e-02,2.677001102371949770e-01,1.182297072457549891e+00,1.601908649097730025e-05,1.565393881790519854e-05
5.448209513614360243e+06,3.395041654698009899e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.181259799796440024e+00,1.597296298873549840e-05,1.560782204676380139e-05
5.463086947083589621e+06,3.157910027820320150e-03,6.374202604060690003e-02,2.679638160896790078e-01,1.191998163612679962e+00,1.505580409479539924e-05,1.469065770675919935e-05
5.478088495659340173e+06,3.345680400675040203e-03,6.373312397949990049e-02,2.677001102371959762e-01,1.183756465274109937e+00,1.601908649097690045e-05,1.565393881790479874e-05
5.493209513614360243e+06,3.395041654697900178e-03,6.375075663928660152e-02,2.678173692518570070e-01,1.182719154436709941e+00,1.597296298873520024e-05,1.560782204676360149e-05
5.508086947083589621e+06,3.157910027820289792e-03,6.374202604060690003e-02,2.679638160896790078e-01,1.193457480692619921e+00,1.505580409479539924e-05,1.469065770675929930e-05
5.523088495659340173e+06,3.345680400675090076e-03,6.373312397949990049e-02,2.677001102371959762e-01,1.185215744481350031e+00,1.601908649097719860e-05,1.565393881790510028e-05
5.538209513614360243e+06,3.395041654697950051e-03,6.375075663928660152e-02,2.678173692518560078e-01,1.184178395470639966e+00,1.597296298873549840e-05,1.560782204676389965e-05
5.553086947083589621e+06,3.157910027820330125e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.194916684169150090e+00,1.505580409479560084e-05,1.469065770675939925e-05
5.568088495659340173e+06,3.345680400675060152e-03,6.373312397949990049e-02,2.677001102371969754e-01,1.186674910088129975e+00,1.601908649097699870e-05,1.565393881790490038e-05
5.583209513614360243e+06,3.395041654698009899e-03,6.375075663928660152e-02,2.678173692518560078e-01,1.185637522907079910e+00,1.597296298873549840e-05,1.560782204676389965e-05
5.598086947083589621e+06,3.157910027820330125e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.196375774051100072e+00,1.505580409479549919e-05,1.469065770675929930e-05
5.613088495659340173e+06,3.345680400675019820e-03,6.373312397949999764e-02,2.677001102371979746e-01,1.188133962103290031e+00,1.601908649097690045e-05,1.565393881790479874e-05
5.628209513614360243e+06,3.395041654698080155e-03,6.375075663928660152e-02,2.678173692518560078e-01,1.187096536754870035e+00,1.597296298873560004e-05,1.560782204676400129e-05
5.643086947083589621e+06,3.157910027820300201e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.197834750347340105e+00,1.505580409479529929e-05,1.469065770675909940e-05
5.658088495659340173e+06,3.345680400674959972e-03,6.373312397949999764e-02,2.677001102371979746e-01,1.189592900535680009e+00,1.601908649097670055e-05,1.565393881790459884e-05
5.673209513614360243e+06,3.395041654698049798e-03,6.375075663928660152e-02,2.678173692518570070e-01,1.188555437022849937e+00,1.597296298873549840e-05,1.560782204676380139e-05
5.688086947083589621e+06,3.157910027820229944e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.199293613066690023e+00,1.505580409479529929e-05,1.469065770675919935e-05
5.703088495659340173e+06,3.345680400674999871e-03,6.373312397949999764e-02,2.677001102371969754e-01,1.191051725394119964e+00,1.601908649097699870e-05,1.565393881790490038e-05
5.718209513614360243e+06,3.395041654698080155e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.190014223719870090e+00,1.597296298873560004e-05,1.560782204676400129e-05
5.733086947083589621e+06,3.157910027820289792e-03,6.374202604060690003e-02,2.679638160896760102e-01,1.200752362218000080e+00,1.505580409479549919e-05,1.469065770675939925e-05
5.748088495659340173e+06,3.345680400675029795e-03,6.373312397949999764e-02,2.677001102371969754e-01,1.192510436687469921e+00,1.601908649097710035e-05,1.565393881790490038e-05
5.763209513614360243e+06,3.395041654698049798e-03,6.375075663928660152e-02,2.678173692518590054e-01,1.191472896854770092e+00,1.597296298873549840e-05,1.560782204676380139e-05
5.778086947083589621e+06,3.157910027820340099e-03,6.374202604060690003e-02,2.679638160896760102e-01,1.202210997810110094e+00,1.505580409479560084e-05,1.469065770675949920e-05
5.793088495659340173e+06,3.345680400675009845e-03,6.373312397949999764e-02,2.677001102371969754e-01,1.193969034424569919e+00,1.601908649097690045e-05,1.565393881790479874e-05
5.808209513614360243e+06,3.395041654698019874e-03,6.375075663928660152e-02,2.678173692518590054e-01,1.192931456436379989e+00,1.597296298873540014e-05,1.560782204676380139e-05
5.823086947083589621e+06,3.157910027820379998e-03,6.374202604060690003e-02,2.679638160896770094e-01,1.203669519851849889e+00,1.505580409479549919e-05,1.469065770675939925e-05
5.838088495659340173e+06,3.345680400674890149e-03,6.373312397949990049e-02,2.677001102371969754e-01,1.195427518614259998e+00,1.601908649097650065e-05,1.565393881790439894e-05
5.853209513614360243e+06,3.395041654697970000e-03,6.375075663928660152e-02,2.678173692518590054e-01,1.194389902473550036e+00,1.597296298873529850e-05,1.560782204676369975e-05
5.868086947083589621e+06,3.157910027820370023e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.205127928352079936e+00,1.505580409479560084e-05,1.469065770675939925e-05
5.883088495659340173e+06,3.345680400674940023e-03,6.373312397949990049e-02,2.677001102371949770e-01,1.196885889265369984e+00,1.601908649097690045e-05,1.565393881790479874e-05
5.898209513614360243e+06,3.395041654698009899e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.195848234975110058e+00,1.597296298873549840e-05,1.560782204676389965e-05
5.913086947083589621e+06,3.157910027820389973e-03,6.374202604060690003e-02,2.679638160896790078e-01,1.206586223319620066e+00,1.505580409479560084e-05,1.469065770675939925e-05
5.928088495659340173e+06,3.345680400674999871e-03,6.373312397949990049e-02,2.677001102371949770e-01,1.198344146386739917e+00,1.601908649097710035e-05,1.565393881790499864e-05
5.943209513614360243e+06,3.395041654698029848e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.197306453949910088e+00,1.597296298873549840e-05,1.560782204676389965e-05
5.958086947083589621e+06,3.157910027820360049e-03,6.374202604060690003e-02,2.679638160896790078e-01,1.208044404763320090e+00,1.505580409479539924e-05,1.469065770675929930e-05
5.973088495659340173e+06,3.345680400675090076e-03,6.373312397949990049e-02,2.677001102371949770e-01,1.199802289987210058e+00,1.601908649097730025e-05,1.565393881790519854e-05
5.988209513614360243e+06,3.395041654698009899e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.198764559406779950e+00,1.597296298873549840e-05,1.560782204676380139e-05
6.003086947083589621e+06,3.157910027820320150e-03,6.374202604060690003e-02,2.679638160896790078e-01,1.209502472692010056e+00,1.505580409479539924e-05,1.469065770675919935e-05
6.018088495659340173e+06,3.345680400675040203e-03,6.373312397949990049e-02,2.677001102371959762e-01,1.201260320075620003e+00,1.601908649097690045e-05,1.565393881790479874e-05
6.033209513614360243e+06,3.395041654697900178e-03,6.375075663928660152e-02,2.678173692518570070e-01,1.200222551354559908e+00,1.597296298873520024e-05,1.560782204676360149e-05
6.048086947083589621e+06,3.157910027820289792e-03,6.374202604060690003e-02,2.679638160896790078e-01,1.210960427114539995e+00,1.505580409479539924e-05,1.469065770675929930e-05
6.063088495659340173e+06,3.345680400675090076e-03,6.373312397949990049e-02,2.677001102371959762e-01,1.202718236660810014e+00,1.601908649097719860e-05,1.565393881790510028e-05
6.078209513614360243e+06,3.395041654697950051e-03,6.375075663928660152e-02,2.678173692518560078e-01,1.201680429802080008e+00,1.597296298873549840e-05,1.560782204676389965e-05
6.093086947083589621e+06,3.157910027820330125e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.212418268039719971e+00,1.505580409479560084e-05,1.469065770675939925e-05
6.108088495659340173e+06,3.345680400675060152e-03,6.373312397949990049e-02,2.677001102371969754e-01,1.204176039751619909e+00,1.601908649097699870e-05,1.565393881790490038e-05
6.123209513614360243e+06,3.395041654698009899e-03,6.375075663928660152e-02,2.678173692518560078e-01,1.203138194758180068e+00,1.597296298873549840e-05,1.560782204676389965e-05
6.138086947083589621e+06,3.157910027820330125e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.213875995476410008e+00,1.505580409479549919e-05,1.469065770675929930e-05
6.153088495659340173e+06,3.345680400675019820e-03,6.373312397949999764e-02,2.677001102371979746e-01,1.205633729356869965e+00,1.601908649097690045e-05,1.565393881790479874e-05
6.168209513614360243e+06,3.395041654698080155e-03,6.375075663928660152e-02,2.678173692518560078e-01,1.204595846231699907e+00,1.597296298873560004e-05,1.560782204676400129e-05
6.183086947083589621e+06,3.157910027820300201e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.215333609433439932e+00,1.505580409479529929e-05,1.469065770675909940e-05
6.198088495659340173e+06,3.345680400674959972e-03,6.373312397949999764e-02,2.677001102371979746e-01,1.207091305485400001e+00,1.601908649097670055e-05,1.565393881790459884e-05
6.213209513614360243e+06,3.395041654698049798e-03,6.375075663928660152e-02,2.678173692518570070e-01,1.206053384231470016e+00,1.597296298873549840e-05,1.560782204676380139e-05
6.228086947083589621e+06,3.157910027820229944e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.216791109919640013e+00,1.505580409479529929e-05,1.469065770675919935e-05
6.243088495659340173e+06,3.345680400674999871e-03,6.373312397949999764e-02,2.677001102371969754e-01,1.208548768146040064e+00,1.601908649097699870e-05,1.565393881790490038e-05
6.258209513614360243e+06,3.395041654698080155e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.207510808766319998e+00,1.597296298873560004e-05,1.560782204676400129e-05
6.273086947083589621e+06,3.157910027820289792e-03,6.374202604060690003e-02,2.679638160896760102e-01,1.218248496943840076e+00,1.505580409479549919e-05,1.469065770675939925e-05
6.288088495659340173e+06,3.345680400675029795e-03,6.373312397949999764e-02,2.677001102371969754e-01,1.210006117347629973e+00,1.601908649097710035e-05,1.565393881790490038e-05
6.303209513614360243e+06,3.395041654698049798e-03,6.375075663928660152e-02,2.678173692518590054e-01,1.208968119845089895e+00,1.597296298873549840e-05,1.560782204676380139e-05
6.318086947083589621e+06,3.157910027820340099e-03,6.374202604060690003e-02,2.679638160896760102e-01,1.219705770514879939e+00,1.505580409479560084e-05,1.469065770675949920e-05
6.333088495659340173e+06,3.345680400675009845e-03,6.373312397949999764e-02,2.677001102371969754e-01,1.211463353099009987e+00,1.601908649097690045e-05,1.565393881790479874e-05
6.348209513614360243e+06,3.395041654698019874e-03,6.375075663928660152e-02,2.678173692518590054e-01,1.210425317476599982e+00,1.597296298873540014e-05,1.560782204676380139e-05
6.363086947083589621e+06,3.157910027820379998e-03,6.374202604060690003e-02,2.679638160896770094e-01,1.221162930641580102e+00,1.505580409479549919e-05,1.469065770675939925e-05
6.378088495659340173e+06,3.345680400674890149e-03,6.373312397949990049e-02,2.677001102371969754e-01,1.212920475408999943e+00,1.601908649097650065e-05,1.565393881790439894e-05
6.393209513614360243e+06,3.395041654697970000e-03,6.375075663928660152e-02,2.678173692518590054e-01,1.211882401669700071e+00,1.597296298873529850e-05,1.560782204676369975e-05
6.408086947083589621e+06,3.157910027820370023e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.222619977332779939e+00,1.505580409479560084e-05,1.469065770675939925e-05
6.423088495659340173e+06,3.345680400674940023e-03,6.373312397949990049e-02,2.677001102371949770e-01,1.214377484286430109e+00,1.601908649097690045e-05,1.565393881790479874e-05
6.438209513614360243e+06,3.395041654698009899e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.213339372433209995e+00,1.597296298873549840e-05,1.560782204676389965e-05
6.453086947083589621e+06,3.157910027820389973e-03,6.374202604060690003e-02,2.679638160896790078e-01,1.224076910597319934e+00,1.505580409479560084e-05,1.469065770675939925e-05
6.468088495659340173e+06,3.345680400674999871e-03,6.373312397949990049e-02,2.677001102371949770e-01,1.215834379740130089e+00,1.601908649097710035e-05,1.565393881790499864e-05
6.483209513614360243e+06,3.395041654698029848e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.214796229775960024e+00,1.597296298873549840e-05,1.560782204676389965e-05
6.498086947083589621e+06,3.157910027820360049e-03,6.374202604060690003e-02,2.679638160896790078e-01,1.225533730444009928e+00,1.505580409479539924e-05,1.469065770675929930e-05
6.513088495659340173e+06,3.345680400675090076e-03,6.373312397949990049e-02,2.677001102371949770e-01,1.217291161778939923e+00,1.601908649097730025e-05,1.565393881790519854e-05
6.528209513614360243e+06,3.395041654698009899e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.216252973706779983e+00,1.597296298873549840e-05,1.560782204676380139e-05
6.543086947083589621e+06,3.157910027820320150e-03,6.374202604060690003e-02,2.679638160896790078e-01,1.226990436881699953e+00,1.505580409479539924e-05,1.469065770675919935e-05
6.558088495659340173e+06,3.345680400675040203e-03,6.373312397949990049e-02,2.677001102371959762e-01,1.218747830411680111e+00,1.601908649097690045e-05,1.565393881790479874e-05
6.573209513614360243e+06,3.395041654697900178e-03,6.375075663928660152e-02,2.678173692518570070e-01,1.217709604234499920e+00,1.597296298873520024e-05,1.560782204676360149e-05
6.588086947083589621e+06,3.157910027820289792e-03,6.374202604060690003e-02,2.679638160896790078e-01,1.228447029919200073e+00,1.505580409479539924e-05,1.469065770675929930e-05
6.603088495659340173e+06,3.345680400675090076e-03,6.373312397949990049e-02,2.677001102371959762e-01,1.220204385647170042e+00,1.601908649097719860e-05,1.565393881790510028e-05
6.618209513614360243e+06,3.395041654697950051e-03,6.375075663928660152e-02,2.678173692518560078e-01,1.219166121367939892e+00,1.597296298873549840e-05,1.560782204676389965e-05
6.633086947083589621e+06,3.157910027820330125e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.229903509565350106e+00,1.505580409479560084e-05,1.469065770675939925e-05
6.648088495659340173e+06,3.345680400675060152e-03,6.373312397949990049e-02,2.677001102371969754e-01,1.221660827494269963e+00,1.601908649097699870e-05,1.565393881790490038e-05
6.663209513614360243e+06,3.395041654698009899e-03,6.375075663928660152e-02,2.678173692518560078e-01,1.220622525115939938e+00,1.597296298873549840e-05,1.560782204676389965e-05
6.678086947083589621e+06,3.157910027820330125e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.231359875828970107e+00,1.505580409479549919e-05,1.469065770675929930e-05
6.693088495659340173e+06,3.345680400675019820e-03,6.373312397949999764e-02,2.677001102371979746e-01,1.223117155961769953e+00,1.601908649097690045e-05,1.565393881790479874e-05
6.708209513614360243e+06,3.395041654698080155e-03,6.375075663928660152e-02,2.678173692518560078e-01,1.222078815487319892e+00,1.597296298873560004e-05,1.560782204676400129e-05
6.723086947083589621e+06,3.157910027820300201e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.232816128718889903e+00,1.505580409479529929e-05,1.469065770675909940e-05
6.738088495659340173e+06,3.345680400674959972e-03,6.373312397949999764e-02,2.677001102371979746e-01,1.224573371058520044e+00,1.601908649097670055e-05,1.565393881790459884e-05
6.753209513614360243e+06,3.395041654698049798e-03,6.375075663928660152e-02,2.678173692518570070e-01,1.223534992490910023e+00,1.597296298873549840e-05,1.560782204676380139e-05
6.768086947083589621e+06,3.157910027820229944e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.234272268243939985e+00,1.505580409479529929e-05,1.469065770675919935e-05
6.783088495659340173e+06,3.345680400674999871e-03,6.373312397949999764e-02,2.677001102371969754e-01,1.226029472793340069e+00,1.601908649097699870e-05,1.565393881790490038e-05
6.798209513614360243e+06,3.395041654698080155e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.224991056135529943e+00,1.597296298873560004e-05,1.560782204676400129e-05
6.813086947083589621e+06,3.157910027820289792e-03,6.374202604060690003e-02,2.679638160896760102e-01,1.235728294412939965e+00,1.505580409479549919e-05,1.469065770675939925e-05
6.828088495659340173e+06,3.345680400675029795e-03,6.373312397949999764e-02,2.677001102371969754e-01,1.227485461175040093e+00,1.601908649097710035e-05,1.565393881790490038e-05
6.843209513614360243e+06,3.395041654698049798e-03,6.375075663928660152e-02,2.678173692518590054e-01,1.226447006430009923e+00,1.597296298873549840e-05,1.560782204676380139e-05
6.858086947083589621e+06,3.157910027820340099e-03,6.374202604060690003e-02,2.679638160896760102e-01,1.237184207234709898e+00,1.505580409479560084e-05,1.469065770675949920e-05
6.873088495659340173e+06,3.345680400675009845e-03,6.373312397949999764e-02,2.677001102371969754e-01,1.228941336212469926e+00,1.601908649097690045e-05,1.565393881790479874e-05
6.888209513614360243e+06,3.395041654698019874e-03,6.375075663928660152e-02,2.678173692518590054e-01,1.227902843383170017e+00,1.597296298873540014e-05,1.560782204676380139e-05
6.903086947083589621e+06,3.157910027820379998e-03,6.374202604060690003e-02,2.679638160896770094e-01,1.238640006718070063e+00,1.505580409479549919e-05,1.469065770675939925e-05
6.918088495659340173e+06,3.345680400674890149e-03,6.373312397949990049e-02,2.677001102371969754e-01,1.230397097914440074e+00,1.601908649097650065e-05,1.565393881790439894e-05
6.933209513614360243e+06,3.395041654697970000e-03,6.375075663928660152e-02,2.678173692518590054e-01,1.229358567003840053e+00,1.597296298873529850e-05,1.560782204676369975e-05
6.948086947083589621e+06,3.157910027820370023e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.240095692871870048e+00,1.505580409479560084e-05,1.469065770675939925e-05
6.963088495659340173e+06,3.345680400674940023e-03,6.373312397949990049e-02,2.677001102371949770e-01,1.231852746289759937e+00,1.601908649097690045e-05,1.565393881790479874e-05
6.978209513614360243e+06,3.395041654698009899e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.230814177300830092e+00,1.597296298873549840e-05,1.560782204676389965e-05
6.993086947083589621e+06,3.157910027820389973e-03,6.374202604060690003e-02,2.679638160896790078e-01,1.241551265704899931e+00,1.505580409479560084e-05,1.469065770675939925e-05
7.008088495659340173e+06,3.345680400674999871e-03,6.373312397949990049e-02,2.677001102371949770e-01,1.233308281347269997e+00,1.601908649097710035e-05,1.565393881790499864e-05
7.023209513614360243e+06,3.395041654698029848e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.232269674282969962e+00,1.597296298873549840e-05,1.560782204676389965e-05
7.038086947083589621e+06,3.157910027820360049e-03,6.374202604060690003e-02,2.679638160896790078e-01,1.243006725225999975e+00,1.505580409479539924e-05,1.469065770675929930e-05
7.053088495659340173e+06,3.345680400675090076e-03,6.373312397949990049e-02,2.677001102371949770e-01,1.234763703095790088e+00,1.601908649097730025e-05,1.565393881790519854e-05
7.068209513614360243e+06,3.395041654698009899e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.233725057959089932e+00,1.597296298873549840e-05,1.560782204676380139e-05
7.083086947083589621e+06,3.157910027820320150e-03,6.374202604060690003e-02,2.679638160896790078e-01,1.244462071443990014e+00,1.505580409479539924e-05,1.469065770675919935e-05
7.098088495659340173e+06,3.345680400675040203e-03,6.373312397949990049e-02,2.677001102371959762e-01,1.236219011544130053e+00,1.601908649097690045e-05,1.565393881790479874e-05
7.113209513614360243e+06,3.395041654697900178e-03,6.375075663928660152e-02,2.678173692518570070e-01,1.235180328337990074e+00,1.597296298873520024e-05,1.560782204676360149e-05
7.128086947083589621e+06,3.157910027820289792e-03,6.374202604060690003e-02,2.679638160896790078e-01,1.245917304367690104e+00,1.505580409479539924e-05,1.469065770675929930e-05
7.143088495659340173e+06,3.345680400675090076e-03,6.373312397949990049e-02,2.677001102371959762e-01,1.237674206701119939e+00,1.601908649097719860e-05,1.565393881790510028e-05
7.158209513614360243e+06,3.395041654697950051e-03,6.375075663928660152e-02,2.678173692518560078e-01,1.236635485428499992e+00,1.597296298873549840e-05,1.560782204676389965e-05
7.173086947083589621e+06,3.157910027820330125e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.247372424005900093e+00,1.505580409479560084e-05,1.469065770675939925e-05
7.188088495659340173e+06,3.345680400675060152e-03,6.373312397949990049e-02,2.677001102371969754e-01,1.239129288575570031e+00,1.601908649097699870e-05,1.565393881790490038e-05
7.203209513614360243e+06,3.395041654698009899e-03,6.375075663928660152e-02,2.678173692518560078e-01,1.238090529239449955e+00,1.597296298873549840e-05,1.560782204676389965e-05
7.218086947083589621e+06,3.157910027820330125e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.248827430367470015e+00,1.505580409479549919e-05,1.469065770675929930e-05
7.233088495659340173e+06,3.345680400675019820e-03,6.373312397949999764e-02,2.677001102371979746e-01,1.240584257176319927e+00,1.601908649097690045e-05,1.565393881790479874e-05
7.248209513614360243e+06,3.395041654698080155e-03,6.375075663928660152e-02,2.678173692518560078e-01,1.239545459779630043e+00,1.597296298873560004e-05,1.560782204676400129e-05
7.263086947083589621e+06,3.157910027820300201e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.250282323461199940e+00,1.505580409479529929e-05,1.469065770675909940e-05
7.278088495659340173e+06,3.345680400674959972e-03,6.373312397949999764e-02,2.677001102371979746e-01,1.242039112512169918e+00,1.601908649097670055e-05,1.565393881790459884e-05
7.293209513614360243e+06,3.395041654698049798e-03,6.375075663928660152e-02,2.678173692518570070e-01,1.241000277057890067e+00,1.597296298873549840e-05,1.560782204676380139e-05
7.308086947083589621e+06,3.157910027820229944e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.251737103295919917e+00,1.505580409479529929e-05,1.469065770675919935e-05
7.323088495659340173e+06,3.345680400674999871e-03,6.373312397949999764e-02,2.677001102371969754e-01,1.243493854591930070e+00,1.601908649097699870e-05,1.565393881790490038e-05
7.338209513614360243e+06,3.395041654698080155e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.242454981083030097e+00,1.597296298873560004e-05,1.560782204676400129e-05
7.353086947083589621e+06,3.157910027820289792e-03,6.374202604060690003e-02,2.679638160896760102e-01,1.253191769880420026e+00,1.505580409479549919e-05,1.469065770675939925e-05
7.368088495659340173e+06,3.345680400675029795e-03,6.373312397949999764e-02,2.677001102371969754e-01,1.244948483424439978e+00,1.601908649097710035e-05,1.565393881790490038e-05
7.383209513614360243e+06,3.395041654698049798e-03,6.375075663928660152e-02,2.678173692518590054e-01,1.243909571863879959e+00,1.597296298873549840e-05,1.560782204676380139e-05
7.398086947083589621e+06,3.157910027820340099e-03,6.374202604060690003e-02,2.679638160896760102e-01,1.254646323223550075e+00,1.505580409479560084e-05,1.469065770675949920e-05
7.413088495659340173e+06,3.345680400675009845e-03,6.373312397949999764e-02,2.677001102371969754e-01,1.246402999018499935e+00,1.601908649097690045e-05,1.565393881790479874e-05
7.428209513614360243e+06,3.395041654698019874e-03,6.375075663928660152e-02,2.678173692518590054e-01,1.245364049409229956e+00,1.597296298873540014e-05,1.560782204676380139e-05
7.443086947083589621e+06,3.157910027820379998e-03,6.374202604060690003e-02,2.679638160896770094e-01,1.256100763334099923e+00,1.505580409479549919e-05,1.469065770675939925e-05
7.458088495659340173e+06,3.345680400674890149e-03,6.373312397949990049e-02,2.677001102371969754e-01,1.247857401382929998e+00,1.601908649097650065e-05,1.565393881790439894e-05
7.473209513614360243e+06,3.395041654697970000e-03,6.375075663928660152e-02,2.678173692518590054e-01,1.246818413727919905e+00,1.597296298873529850e-05,1.560782204676369975e-05
7.488086947083589621e+06,3.157910027820370023e-03,6.374202604060690003e-02,2.679638160896780086e-01,1.257555090220900063e+00,1.505580409479560084e-05,1.469065770675939925e-05
7.503088495659340173e+06,3.345680400674940023e-03,6.373312397949990049e-02,2.677001102371949770e-01,1.249311690526540009e+00,1.601908649097690045e-05,1.565393881790479874e-05
7.518209513614360243e+06,3.395041654698009899e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.248272664828750100e+00,1.597296298873549840e-05,1.560782204676389965e-05
7.533086947083589621e+06,3.157910027820389973e-03,6.374202604060690003e-02,2.679638160896790078e-01,1.259009303892749898e+00,1.505580409479560084e-05,1.469065770675939925e-05
7.548088495659340173e+06,3.345680400674999871e-03,6.373312397949990049e-02,2.677001102371949770e-01,1.250765866458140030e+00,1.601908649097710035e-05,1.565393881790499864e-05
7.563209513614360243e+06,3.395041654698029848e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.249726802720549923e+00,1.597296298873549840e-05,1.560782204676389965e-05
7.578086947083589621e+06,3.157910027820360049e-03,6.374202604060690003e-02,2.679638160896790078e-01,1.260463404358489914e+00,1.505580409479539924e-05,1.469065770675929930e-05
7.593088495659340173e+06,3.345680400675090076e-03,6.373312397949990049e-02,2.677001102371949770e-01,1.252219929186560110e+00,1.601908649097730025e-05,1.565393881790519854e-05
7.608209513614360243e+06,3.395041654698009899e-03,6.375075663928660152e-02,2.678173692518580062e-01,1.251180827412109897e+00,1.597296298873549840e-05,1.560782204676380139e-05
