x,t=0.1s,t=30000000.0s
1.002004008016032209e-08,2.727347483432325743e+21,2.375825778319708672e+18
0.000000000000000000e+00,0.000000000000000000e+00,1.903533935546874147e+02
2.004008016032064418e-08,5.454410096087276716e+21,4.751651554285112320e+18
1.002004008016032209e-08,2.727347483432325218e+21,2.375825778319709184e+18
3.006012024048096958e-08,8.181187867788750881e+21,7.127477325541900288e+18
2.004008016032064418e-08,5.454410096087276716e+21,4.751651554285112320e+18
4.008016032064128836e-08,1.090768082835750466e+22,9.503303089735776256e+18
3.006012024048096958e-08,8.181187867788751929e+21,7.127477325541898240e+18
5.010020040080160715e-08,1.363388900761116502e+22,1.187912884451242598e+19
4.008016032064128836e-08,1.090768082835750466e+22,9.503303089735772160e+18
6.012024048096193916e-08,1.635981243536420268e+22,1.425495458751754035e+19
5.010020040080160715e-08,1.363388900761116082e+22,1.187912884451242394e+19
7.014028056112225794e-08,1.908545114142797935e+22,1.663078031639682458e+19
6.012024048096193916e-08,1.635981243536420268e+22,1.425495458751754035e+19
8.016032064128257673e-08,2.181080515561068796e+22,1.900660602879596544e+19
7.014028056112225794e-08,1.908545114142797516e+22,1.663078031639682048e+19
9.018036072144289551e-08,2.453587450771739666e+22,2.138243172236064768e+19
8.016032064128257673e-08,2.181080515561068377e+22,1.900660602879596544e+19
1.002004008016032143e-07,2.726065922755006143e+22,2.375825739473659904e+19
9.018036072144289551e-08,2.453587450771740085e+22,2.138243172236064768e+19
1.102204408817635463e-07,2.998515934490746316e+22,2.613408304356947968e+19
1.002004008016032143e-07,2.726065922755006143e+22,2.375825739473658266e+19
1.202404809619238783e-07,3.270937488958527478e+22,2.850990866650499891e+19
1.102204408817635463e-07,2.998515934490746736e+22,2.613408304356946330e+19
1.302605210420841839e-07,3.543330589137600669e+22,3.088573426118882509e+19
1.202404809619238783e-07,3.270937488958527059e+22,2.850990866650498253e+19
1.402805611222445159e-07,3.815695238006906552e+22,3.326155982526667162e+19
1.302605210420841839e-07,3.543330589137600250e+22,3.088573426118882918e+19
1.503006012024048214e-07,4.088031438545070378e+22,3.563738535638426419e+19
1.402805611222445159e-07,3.815695238006907391e+22,3.326155982526667162e+19
1.603206412825651535e-07,4.360339193730403244e+22,3.801321085218725888e+19
1.503006012024048214e-07,4.088031438545069539e+22,3.563738535638425190e+19
1.703406813627254855e-07,4.632618506540907967e+22,4.038903631032134042e+19
1.603206412825651535e-07,4.360339193730404922e+22,3.801321085218725888e+19
1.803607214428857910e-07,4.904869379954266079e+22,4.276486172843225088e+19
1.703406813627254855e-07,4.632618506540906290e+22,4.038903631032134861e+19
1.903807615230461230e-07,5.177091816947847057e+22,4.514068710416564224e+19
1.803607214428857910e-07,4.904869379954264402e+22,4.276486172843223450e+19
2.004008016032064286e-07,5.449285820498717547e+22,4.751651243516720742e+19
1.903807615230461230e-07,5.177091816947848734e+22,4.514068710416564224e+19
2.104208416833667606e-07,5.721451393583617042e+22,4.989233771908267213e+19
2.004008016032064286e-07,5.449285820498716708e+22,4.751651243516720742e+19
2.204408817635270926e-07,5.993588539178980527e+22,5.226816295355769651e+19
2.104208416833667606e-07,5.721451393583616203e+22,4.989233771908268032e+19
2.304609218436873982e-07,6.265697260260924221e+22,5.464398813623802266e+19
2.204408817635270926e-07,5.993588539178979688e+22,5.226816295355768832e+19
2.404809619238477567e-07,6.537777559805258157e+22,5.701981326476931891e+19
2.304609218436873982e-07,6.265697260260926738e+22,5.464398813623799808e+19
2.505010020040080622e-07,6.809829440787468570e+22,5.939563833679722086e+19
2.404809619238477567e-07,6.537777559805258157e+22,5.701981326476930253e+19
2.605210420841683677e-07,7.081852906182745575e+22,6.177146334996751155e+19
2.505010020040080622e-07,6.809829440787467731e+22,5.939563833679724544e+19
2.705410821643286733e-07,7.353847958965945421e+22,6.414728830192587571e+19
2.605210420841683677e-07,7.081852906182742219e+22,6.177146334996751155e+19
2.805611222444890318e-07,7.625814602111624885e+22,6.652311319031795712e+19
2.705410821643286733e-07,7.353847958965943743e+22,6.414728830192586752e+19
2.905811623246493373e-07,7.897752838594024492e+22,6.889893801278946509e+19
2.805611222444890318e-07,7.625814602111623207e+22,6.652311319031795712e+19
3.006012024048096429e-07,8.169662671387069356e+22,7.127476276698612531e+19
2.905811623246493373e-07,7.897752838594022815e+22,6.889893801278948147e+19
3.106212424849700014e-07,8.441544103464381763e+22,7.365058745055367168e+19
3.006012024048096429e-07,8.169662671387071034e+22,7.127476276698611712e+19
3.206412825651303069e-07,8.713397137799251807e+22,7.602641206113766605e+19
3.106212424849700014e-07,8.441544103464383440e+22,7.365058745055362253e+19
3.306613226452906125e-07,8.985221777364679341e+22,7.840223659638390784e+19
3.206412825651303069e-07,8.713397137799258518e+22,7.602641206113761690e+19
3.406813627254509709e-07,9.257018025133335380e+22,8.077806105393807360e+19
3.306613226452906125e-07,8.985221777364682696e+22,7.840223659638387507e+19
3.507014028056112765e-07,9.528785884077582241e+22,8.315388543144583168e+19
3.406813627254509709e-07,9.257018025133335380e+22,8.077806105393802445e+19
3.607214428857715820e-07,9.800525357169468506e+22,8.552970972655288320e+19
3.507014028056112765e-07,9.528785884077582241e+22,8.315388543144581530e+19
3.707414829659319405e-07,1.007223644738073573e+23,8.790553393690496205e+19
3.607214428857715820e-07,9.800525357169468506e+22,8.552970972655291597e+19
3.807615230460922461e-07,1.034391915768280672e+23,9.028135806014772019e+19
3.707414829659319405e-07,1.007223644738073406e+23,8.790553393690497843e+19
3.907815631262525516e-07,1.061557349104679219e+23,9.265718209392690790e+19
3.807615230460922461e-07,1.034391915768280169e+23,9.028135806014775296e+19
4.008016032064128572e-07,1.088719945044349252e+23,9.503300603588812800e+19
3.907815631262525516e-07,1.061557349104678716e+23,9.265718209392690790e+19
4.108216432865732157e-07,1.115879703884339431e+23,9.740882988367716352e+19
4.008016032064128572e-07,1.088719945044349084e+23,9.503300603588820992e+19
4.208416833667335212e-07,1.143036625921667550e+23,9.978465363493973197e+19
4.108216432865732157e-07,1.115879703884339431e+23,9.740882988367719629e+19
4.308617234468938267e-07,1.170190711453319189e+23,1.021604772873214525e+20
4.208416833667335212e-07,1.143036625921667383e+23,9.978465363493968282e+19
4.408817635270541852e-07,1.197341960776249392e+23,1.045363008384679936e+20
4.308617234468938267e-07,1.170190711453318853e+23,1.021604772873214525e+20
4.509018036072144908e-07,1.224490374187382336e+23,1.069121242860251709e+20
4.408817635270541852e-07,1.197341960776248721e+23,1.045363008384679936e+20
4.609218436873747963e-07,1.251635951983609480e+23,1.092879476276385546e+20
4.509018036072144908e-07,1.224490374187381833e+23,1.069121242860251709e+20
4.709418837675351548e-07,1.278778694461792757e+23,1.116637708609539441e+20
4.609218436873747963e-07,1.251635951983609480e+23,1.092879476276385874e+20
4.809619238476955133e-07,1.305918601918762220e+23,1.140395939836169748e+20
4.709418837675351548e-07,1.278778694461792757e+23,1.116637708609539768e+20
4.909819639278558188e-07,1.333055674651316050e+23,1.164154169932734300e+20
4.809619238476955133e-07,1.305918601918762052e+23,1.140395939836169257e+20
5.005005005005004682e-07,1.358831910347897318e+23,1.186723298355780649e+20
4.909819639278558188e-07,1.333055674651316050e+23,1.164154169932733481e+20
5.010020040080161244e-07,1.360189912956221889e+23,1.187912398875687813e+20
5.005005005005004682e-07,1.358831910347897318e+23,1.186723298355780321e+20
5.110220440881764299e-07,1.387321317130216009e+23,1.211670626641489592e+20
5.010020040080161244e-07,1.360189912956221889e+23,1.187912398875687813e+20
