x,t=0.1s,t=30000000.0s
1.002004008016032209e-08,5.449438235593081985e+22,5.639017869180754985e+20
0.000000000000000000e+00,6.397478533779659776e+18,6.814992843754880000e+14
2.004008016032064418e-08,1.088312007313339250e+23,1.127794713692279538e+21
1.002004008016032209e-08,5.449438235593080308e+22,5.639017869180755640e+20
3.006012024048096958e-08,1.630174939232171826e+23,1.691679461217238254e+21
2.004008016032064418e-08,1.088312007313338747e+23,1.127794713692278620e+21
4.008016032064128836e-08,2.170538793459460447e+23,2.255556028880355328e+21
3.006012024048096958e-08,1.630174939232171826e+23,1.691679461217237729e+21
5.010020040080160715e-08,2.709409763562442048e+23,2.819424416071237501e+21
4.008016032064128836e-08,2.170538793459458769e+23,2.255556028880355328e+21
6.012024048096193916e-08,3.246793993622780400e+23,3.383284622178988851e+21
5.010020040080160715e-08,2.709409763562441377e+23,2.819424416071236452e+21
7.014028056112225794e-08,3.782697597010789731e+23,3.947136646592923697e+21
6.012024048096193916e-08,3.246793993622778387e+23,3.383284622178989375e+21
8.016032064128257673e-08,4.317126651671127964e+23,4.510980488702381785e+21
7.014028056112225794e-08,3.782697597010786375e+23,3.947136646592925794e+21
9.018036072144289551e-08,4.850087201697162613e+23,5.074816147896784650e+21
8.016032064128257673e-08,4.317126651671126622e+23,4.510980488702383882e+21
1.002004008016032143e-07,5.381585257218204070e+23,5.638643623565601014e+21
9.018036072144289551e-08,4.850087201697163955e+23,5.074816147896783602e+21
1.102204408817635463e-07,5.911626794735974010e+23,6.202462915098374570e+21
1.002004008016032143e-07,5.381585257218204741e+23,5.638643623565598917e+21
1.202404809619238783e-07,6.440217757338127009e+23,6.766274021884713501e+21
1.102204408817635463e-07,5.911626794735974010e+23,6.202462915098373521e+21
1.302605210420841839e-07,6.967364054942091271e+23,7.330076943314275271e+21
1.202404809619238783e-07,6.440217757338128351e+23,6.766274021884709306e+21
1.402805611222445159e-07,7.493071564528167913e+23,7.893871678776806474e+21
1.302605210420841839e-07,6.967364054942084560e+23,7.330076943314274222e+21
1.503006012024048214e-07,8.017346130373037596e+23,8.457658227662093550e+21
