x,t=0.1s,t=30000000.0s
1.002004008016032209e-08,3.225377148001064550e+19,3.333095100537993600e+17
0.000000000000000000e+00,2.472977017229004000e+16,2.260789660453795493e+08
2.004008016032064418e-08,6.443841232686470758e+19,6.666190166932503040e+17
1.002004008016032209e-08,3.225377148001064550e+19,3.333095100537992320e+17
3.006012024048096958e-08,9.657873424873309798e+19,9.999285196691224320e+17
2.004008016032064418e-08,6.443841232686471578e+19,6.666190166932500480e+17
4.008016032064128836e-08,1.286748189521653268e+20,1.333238018506121472e+18
3.006012024048096958e-08,9.657873424873309798e+19,9.999285196691224320e+17
5.010020040080160715e-08,1.607267479187222692e+20,1.666547512728965888e+18
4.008016032064128836e-08,1.286748189521653432e+20,1.333238018506121472e+18
6.012024048096193916e-08,1.927346024044297585e+20,1.999857001862390528e+18
5.010020040080160715e-08,1.607267479187222692e+20,1.666547512728965376e+18
7.014028056112225794e-08,2.246984634411014554e+20,2.333166485431138816e+18
6.012024048096193916e-08,1.927346024044297257e+20,1.999857001862390016e+18
8.016032064128257673e-08,2.566184118371559014e+20,2.666475962959974400e+18
7.014028056112225794e-08,2.246984634411013571e+20,2.333166485431138304e+18
9.018036072144289551e-08,2.884945281785619087e+20,2.999785433973670912e+18
8.016032064128257673e-08,2.566184118371558359e+20,2.666475962959974400e+18
1.002004008016032143e-07,3.203268928297423995e+20,3.333094897997016576e+18
9.018036072144289551e-08,2.884945281785618104e+20,2.999785433973670912e+18
1.102204408817635463e-07,3.521155859344838492e+20,3.666404354554813952e+18
1.002004008016032143e-07,3.203268928297422684e+20,3.333094897997016064e+18
1.202404809619238783e-07,3.838606874168369480e+20,3.999713803171879424e+18
1.102204408817635463e-07,3.521155859344837181e+20,3.666404354554813440e+18
1.302605210420841839e-07,4.155622769820136899e+20,4.333023243373040640e+18
1.202404809619238783e-07,3.838606874168368824e+20,3.999713803171879424e+18
1.402805611222445159e-07,4.472204341172798095e+20,4.666332674683145216e+18
1.302605210420841839e-07,4.155622769820137554e+20,4.333023243373040128e+18
1.503006012024048214e-07,4.788352380928400425e+20,4.999642096627049472e+18
1.402805611222445159e-07,4.472204341172797440e+20,4.666332674683144192e+18
1.603206412825651535e-07,5.104067679627207639e+20,5.332951508729625600e+18
1.503006012024048214e-07,4.788352380928399114e+20,4.999642096627049472e+18
1.703406813627254855e-07,5.419351025656474501e+20,5.666260910515756032e+18
1.603206412825651535e-07,5.104067679627206984e+20,5.332951508729624576e+18
1.803607214428857910e-07,5.734203205259155866e+20,5.999570301510343680e+18
1.703406813627254855e-07,5.419351025656473846e+20,5.666260910515757056e+18
1.903807615230461230e-07,6.048625002542584300e+20,6.332879681238303744e+18
1.803607214428857910e-07,5.734203205259151933e+20,5.999570301510343680e+18
2.004008016032064286e-07,6.362617199487093309e+20,6.666189049224556544e+18
1.903807615230461230e-07,6.048625002542582989e+20,6.332879681238304768e+18
2.104208416833667606e-07,6.676180575954602557e+20,6.999498404994052096e+18
2.004008016032064286e-07,6.362617199487090688e+20,6.666189049224557568e+18
2.204408817635270926e-07,6.989315909697123123e+20,7.332807748071737344e+18
2.104208416833667606e-07,6.676180575954598625e+20,6.999498404994051072e+18
2.304609218436873982e-07,7.302023976365273907e+20,7.666117077982587904e+18
2.204408817635270926e-07,6.989315909697121812e+20,7.332807748071739392e+18
2.404809619238477567e-07,7.614305549516692521e+20,7.999426394251582464e+18
2.304609218436873982e-07,7.302023976365272596e+20,7.666117077982588928e+18
2.505010020040080622e-07,7.926161400624418652e+20,8.332735696403718144e+18
2.404809619238477567e-07,7.614305549516688589e+20,7.999426394251578368e+18
2.605210420841683677e-07,8.237592299085261701e+20,8.666044983963999232e+18
2.505010020040080622e-07,7.926161400624417341e+20,8.332735696403718144e+18
2.705410821643286733e-07,8.548599012228096328e+20,8.999354256457463808e+18
2.605210420841683677e-07,8.237592299085263012e+20,8.666044983964002304e+18
2.805611222444890318e-07,8.859182305322084598e+20,9.332663513409148928e+18
2.705410821643286733e-07,8.548599012228098949e+20,8.999354256457462784e+18
2.905811623246493373e-07,9.169342941584915169e+20,9.665972754344089600e+18
2.805611222444890318e-07,8.859182305322085908e+20,9.332663513409140736e+18
3.006012024048096429e-07,9.479081682190949417e+20,9.999281978787368960e+18
2.905811623246493373e-07,9.169342941584915169e+20,9.665972754344089600e+18
3.106212424849700014e-07,9.788399286279359693e+20,1.033259118626405786e+19
3.006012024048096429e-07,9.479081682190952038e+20,9.999281978787368960e+18
3.206412825651303069e-07,1.009729651096215224e+21,1.066590037629925786e+19
3.106212424849700014e-07,9.788399286279357071e+20,1.033259118626405786e+19
3.306613226452906125e-07,1.040577411133228188e+21,1.099920954841807053e+19
3.206412825651303069e-07,1.009729651096215224e+21,1.066590037629925786e+19
3.406813627254509709e-07,1.071383284047154643e+21,1.133251870214562406e+19
3.306613226452906125e-07,1.040577411133228319e+21,1.099920954841807258e+19
3.507014028056112765e-07,1.102147344945861100e+21,1.166582783700704051e+19
3.406813627254509709e-07,1.071383284047154774e+21,1.133251870214561997e+19
3.607214428857715820e-07,1.132869668737683816e+21,1.199913695252748698e+19
3.507014028056112765e-07,1.102147344945860313e+21,1.166582783700704461e+19
3.707414829659319405e-07,1.163550330132219167e+21,1.233244604823211213e+19
3.607214428857715820e-07,1.132869668737683554e+21,1.199913695252749107e+19
3.807615230460922461e-07,1.194189403641105351e+21,1.266575512364610560e+19
3.707414829659319405e-07,1.163550330132219691e+21,1.233244604823211008e+19
3.907815631262525516e-07,1.224786963578796900e+21,1.299906417829464474e+19
3.807615230460922461e-07,1.194189403641106137e+21,1.266575512364610355e+19
4.008016032064128572e-07,1.255343084063341150e+21,1.333237321170294784e+19
3.907815631262525516e-07,1.224786963578797162e+21,1.299906417829464064e+19
4.108216432865732157e-07,1.285857839017140158e+21,1.366568222339622298e+19
4.008016032064128572e-07,1.255343084063341150e+21,1.333237321170294579e+19
4.208416833667335212e-07,1.316331302167735173e+21,1.399899121289971098e+19
4.108216432865732157e-07,1.285857839017139896e+21,1.366568222339622298e+19
4.308617234468938267e-07,1.346763547048508129e+21,1.433230017973865472e+19
4.208416833667335212e-07,1.316331302167734911e+21,1.399899121289970483e+19
4.408817635270541852e-07,1.377154646999644766e+21,1.466560912343832166e+19
4.308617234468938267e-07,1.346763547048508916e+21,1.433230017973865062e+19
4.509018036072144908e-07,1.407504675168129647e+21,1.499891804352393626e+19
4.408817635270541852e-07,1.377154646999644766e+21,1.466560912343832166e+19
4.609218436873747963e-07,1.437813704511320490e+21,1.533222693952100352e+19
4.509018036072144908e-07,1.407504675168129384e+21,1.499891804352393216e+19
4.709418837675351548e-07,1.468081807787131929e+21,1.566553581095401677e+19
4.609218436873747963e-07,1.437813704511320752e+21,1.533222693952100352e+19
4.809619238476955133e-07,1.498309057594219037e+21,1.599884465735128269e+19
4.709418837675351548e-07,1.468081807787132715e+21,1.566553581095401677e+19
4.909819639278558188e-07,1.528495526225491263e+21,1.633215347822700134e+19
4.809619238476955133e-07,1.498309057594218512e+21,1.599884465735128064e+19
5.005005005005004682e-07,1.557133455535669510e+21,1.664878015184081306e+19
4.909819639278558188e-07,1.528495526225491001e+21,1.633215347822700339e+19
5.010020040080161244e-07,1.558641285908785791e+21,1.666546227311042765e+19
5.005005005005004682e-07,1.557133455535669772e+21,1.664878015184081510e+19
5.110220440881764299e-07,1.588746408969925820e+21,1.699877104156542771e+19
5.010020040080161244e-07,1.558641285908785529e+21,1.666546227311042765e+19
5.210420841683367355e-07,1.618810966721737261e+21,1.733207978305600717e+19
5.110220440881764299e-07,1.588746408969925558e+21,1.699877104156542771e+19
5.310621242484970410e-07,1.648835031087435743e+21,1.766538849714270822e+19
5.210420841683367355e-07,1.618810966721737261e+21,1.733207978305600717e+19
5.410821643286573466e-07,1.678818673436556001e+21,1.799869718334150246e+19
5.310621242484970410e-07,1.648835031087435219e+21,1.766538849714270413e+19
5.511022044088177580e-07,1.708761965051857076e+21,1.833200584118034227e+19
5.410821643286573466e-07,1.678818673436555477e+21,1.799869718334149427e+19
5.611222444889780636e-07,1.738664977005119013e+21,1.866531447018394419e+19
5.511022044088177580e-07,1.708761965051856290e+21,1.833200584118034022e+19
5.711422845691383691e-07,1.768527780191314641e+21,1.899862306987797709e+19
5.611222444889780636e-07,1.738664977005118489e+21,1.866531447018394010e+19
5.811623246492986747e-07,1.798350445320353087e+21,1.933193163978779853e+19
5.711422845691383691e-07,1.768527780191315165e+21,1.899862306987796890e+19
5.911823647294589802e-07,1.828133042920171241e+21,1.966524017943893606e+19
5.811623246492986747e-07,1.798350445320353087e+21,1.933193163978779443e+19
6.012024048096192857e-07,1.857875643336792736e+21,1.999854868835682714e+19
5.911823647294589802e-07,1.828133042920171241e+21,1.966524017943892787e+19
6.112224448897796972e-07,1.887578316735188566e+21,2.033185716606700339e+19
6.012024048096192857e-07,1.857875643336792211e+21,1.999854868835682304e+19
6.212424849699400027e-07,1.917241133099921179e+21,2.066516561209497600e+19
6.112224448897796972e-07,1.887578316735188304e+21,2.033185716606699520e+19
6.312625250501003083e-07,1.946864162235838890e+21,2.099847402596621926e+19
6.212424849699400027e-07,1.917241133099921965e+21,2.066516561209496371e+19
6.412825651302606138e-07,1.976447473768759820e+21,2.133178240720634675e+19
6.312625250501003083e-07,1.946864162235838890e+21,2.099847402596621926e+19
6.513026052104209194e-07,2.005991137146138788e+21,2.166509075534084915e+19
6.412825651302606138e-07,1.976447473768759296e+21,2.133178240720633446e+19
6.613226452905812249e-07,2.035495221637752029e+21,2.199839906989531546e+19
6.513026052104209194e-07,2.005991137146138001e+21,2.166509075534084915e+19
6.713426853707415305e-07,2.064959796336364356e+21,2.233170735039533875e+19
6.613226452905812249e-07,2.035495221637752029e+21,2.199839906989531955e+19
6.813627254509019419e-07,2.094384930158393164e+21,2.266501559636650803e+19
6.713426853707415305e-07,2.064959796336364356e+21,2.233170735039533466e+19
6.913827655310622474e-07,2.123770691844576117e+21,2.299832380733440000e+19
6.813627254509019419e-07,2.094384930158392639e+21,2.266501559636649574e+19
7.014028056112225530e-07,2.153117149960627028e+21,2.333163198282468147e+19
6.913827655310622474e-07,2.123770691844575855e+21,2.299832380733439590e+19
7.114228456913828585e-07,2.182424372897900659e+21,2.366494012236294554e+19
7.014028056112225530e-07,2.153117149960627028e+21,2.333163198282467328e+19
7.214428857715431641e-07,2.211692428874033922e+21,2.399824822547489178e+19
7.114228456913828585e-07,2.182424372897900134e+21,2.366494012236294554e+19
7.314629258517034696e-07,2.240921385933608059e+21,2.433155629168612966e+19
7.214428857715431641e-07,2.211692428874033922e+21,2.399824822547489178e+19
7.414829659318638810e-07,2.270111311948788793e+21,2.466486432052238336e+19
7.314629258517034696e-07,2.240921385933608059e+21,2.433155629168612966e+19
7.515030060120241866e-07,2.299262274619968324e+21,2.499817231150931558e+19
7.414829659318638810e-07,2.270111311948789580e+21,2.466486432052238336e+19
7.615230460921844921e-07,2.328374341476416225e+21,2.533148026417263411e+19
7.515030060120241866e-07,2.299262274619968324e+21,2.499817231150932787e+19
7.715430861723447977e-07,2.357447579876896014e+21,2.566478817803807539e+19
7.615230460921844921e-07,2.328374341476414652e+21,2.533148026417263411e+19
7.815631262525051032e-07,2.386482057010323390e+21,2.599809605263135130e+19
7.715430861723447977e-07,2.357447579876894704e+21,2.566478817803808358e+19
7.915831663326654088e-07,2.415477839896376771e+21,2.633140388747823514e+19
7.815631262525051032e-07,2.386482057010321818e+21,2.599809605263135130e+19
8.016032064128257143e-07,2.444434995386136396e+21,2.666471168210445517e+19
7.915831663326654088e-07,2.415477839896375198e+21,2.633140388747823104e+19
8.116232464929861258e-07,2.473353590162705613e+21,2.699801943603581338e+19
8.016032064128257143e-07,2.444434995386135871e+21,2.666471168210445107e+19
8.216432865731464313e-07,2.502233690741824553e+21,2.733132714879808307e+19
8.116232464929861258e-07,2.473353590162704564e+21,2.699801943603581338e+19
8.316633266533067369e-07,2.531075363472500851e+21,2.766463481991705805e+19
8.216432865731464313e-07,2.502233690741824553e+21,2.733132714879807078e+19
8.416833667334670424e-07,2.559878674537610478e+21,2.799794244891858944e+19
8.316633266533067369e-07,2.531075363472500326e+21,2.766463481991706214e+19
8.517034068136273479e-07,2.588643689954525839e+21,2.833125003532847104e+19
8.416833667334670424e-07,2.559878674537609953e+21,2.799794244891859354e+19
8.617234468937876535e-07,2.617370475575702979e+21,2.866455757867257856e+19
8.517034068136273479e-07,2.588643689954524791e+21,2.833125003532847514e+19
8.717434869739480649e-07,2.646059097089308623e+21,2.899786507847674675e+19
