x,t=0.1s,t=30000000.0s
1.002004008016032209e-08,5.450176610364382249e+21,9.506374051731742720e+18
0.000000000000000000e+00,7.859856151595465600e+16,2.390771481597899170e+11
2.004008016032064418e-08,1.089801585515568929e+22,1.901274499543557734e+19
1.002004008016032209e-08,5.450176610364380152e+21,9.506374051731740672e+18
3.006012024048096958e-08,1.634359765139041183e+22,2.851911307016400077e+19
2.004008016032064418e-08,1.089801585515568719e+22,1.901274499543556915e+19
4.008016032064128836e-08,2.178692327806230489e+22,3.802547827589232230e+19
3.006012024048096958e-08,1.634359765139041393e+22,2.851911307016400896e+19
5.010020040080160715e-08,2.722799402349961098e+22,4.753184061259587584e+19
4.008016032064128836e-08,2.178692327806229650e+22,3.802547827589232230e+19
6.012024048096193916e-08,3.266681117229203430e+22,5.703820008024998707e+19
5.010020040080160715e-08,2.722799402349960679e+22,4.753184061259585946e+19
7.014028056112225794e-08,3.810337600879472515e+22,6.654455667882991616e+19
6.012024048096193916e-08,3.266681117229204688e+22,5.703820008024995430e+19
8.016032064128257673e-08,4.353768981619053848e+22,7.605091040831098061e+19
7.014028056112225794e-08,3.810337600879473354e+22,6.654455667882987520e+19
9.018036072144289551e-08,4.896975387674255609e+22,8.555726126866853069e+19
8.016032064128257673e-08,4.353768981619055526e+22,7.605091040831098061e+19
1.002004008016032143e-07,5.439956947172751049e+22,9.506360925987790848e+19
9.018036072144289551e-08,4.896975387674255609e+22,8.555726126866853069e+19
1.102204408817635463e-07,5.982713788145484379e+22,1.045699543819143578e+20
1.002004008016032143e-07,5.439956947172749371e+22,9.506360925987787571e+19
1.202404809619238783e-07,6.525246038526282380e+22,1.140762966347532206e+20
1.102204408817635463e-07,5.982713788145484379e+22,1.045699543819143905e+20
1.302605210420841839e-07,7.067553826152064116e+22,1.235826360183698883e+20
1.202404809619238783e-07,6.525246038526284897e+22,1.140762966347532534e+20
1.402805611222445159e-07,7.609637278762931533e+22,1.330889725327396209e+20
1.302605210420841839e-07,7.067553826152062439e+22,1.235826360183698391e+20
1.503006012024048214e-07,8.151496524002200492e+22,1.425953061778375967e+20
1.402805611222445159e-07,7.609637278762929855e+22,1.330889725327396372e+20
1.603206412825651535e-07,8.693131689416592877e+22,1.521016369536393871e+20
1.503006012024048214e-07,8.151496524002197137e+22,1.425953061778375967e+20
1.703406813627254855e-07,9.234542902456221486e+22,1.616079648601202033e+20
1.603206412825651535e-07,8.693131689416589522e+22,1.521016369536393216e+20
1.803607214428857910e-07,9.775730290474775426e+22,1.711142898972552069e+20
1.703406813627254855e-07,9.234542902456221486e+22,1.616079648601201377e+20
1.903807615230461230e-07,1.031669398072954695e+23,1.806206120650198548e+20
1.803607214428857910e-07,9.775730290474773748e+22,1.711142898972552069e+20
2.004008016032064286e-07,1.085743410038155394e+23,1.901269313633895055e+20
1.903807615230461230e-07,1.031669398072954527e+23,1.806206120650198548e+20
2.104208416833667606e-07,1.139795077649562715e+23,1.996332477923394191e+20
2.004008016032064286e-07,1.085743410038155227e+23,1.901269313633894728e+20
2.204408817635270926e-07,1.193824413604049406e+23,2.091395613518449869e+20
2.104208416833667606e-07,1.139795077649562883e+23,1.996332477923393536e+20
2.304609218436873982e-07,1.247831430588887791e+23,2.186458720418813379e+20
2.204408817635270926e-07,1.193824413604049574e+23,2.091395613518449213e+20
2.404809619238477567e-07,1.301816141281760169e+23,2.281521798624239288e+20
2.304609218436873982e-07,1.247831430588888462e+23,2.186458720418813051e+20
2.505010020040080622e-07,1.355778558350762841e+23,2.376584848134479872e+20
2.404809619238477567e-07,1.301816141281760001e+23,2.281521798624238961e+20
2.605210420841683677e-07,1.409718694454422720e+23,2.471647868949289370e+20
2.505010020040080622e-07,1.355778558350762506e+23,2.376584848134479872e+20
2.705410821643286733e-07,1.463636562241700516e+23,2.566710861068420383e+20
2.605210420841683677e-07,1.409718694454422720e+23,2.471647868949289697e+20
2.805611222444890318e-07,1.517532174352004164e+23,2.661773824491627151e+20
2.705410821643286733e-07,1.463636562241699845e+23,2.566710861068421038e+20
2.905811623246493373e-07,1.571405543415190158e+23,2.756836759218659328e+20
2.805611222444890318e-07,1.517532174352002822e+23,2.661773824491627151e+20
3.006012024048096429e-07,1.625256682051586543e+23,2.851899665249275412e+20
2.905811623246493373e-07,1.571405543415189487e+23,2.756836759218660311e+20
3.106212424849700014e-07,1.679085602871985025e+23,2.946962542583224074e+20
3.006012024048096429e-07,1.625256682051586543e+23,2.851899665249276068e+20
3.206412825651303069e-07,1.732892318477666306e+23,3.042025391220261519e+20
3.106212424849700014e-07,1.679085602871985025e+23,2.946962542583224402e+20
3.306613226452906125e-07,1.786676841460395053e+23,3.137088211160137728e+20
3.206412825651303069e-07,1.732892318477665970e+23,3.042025391220261519e+20
3.406813627254509709e-07,1.840439184402440698e+23,3.232151002402611528e+20
3.306613226452906125e-07,1.786676841460394382e+23,3.137088211160136417e+20
3.507014028056112765e-07,1.894179359876574421e+23,3.327213764947426017e+20
3.406813627254509709e-07,1.840439184402439691e+23,3.232151002402610217e+20
3.607214428857715820e-07,1.947897380446093642e+23,3.422276498794345267e+20
3.507014028056112765e-07,1.894179359876574085e+23,3.327213764947426673e+20
3.707414829659319405e-07,2.001593258664814979e+23,3.517339203943114998e+20
