trapping,TBR_req,I_startup [kg],I_div_trapped [kg],I_FW_trapped [kg]
0.01,1.08,1.45284862078939,0.00212313955908871,0.00212312133574891
0.1,1.08,1.46208083289251,0.0212245667111396,0.021224551706921
0.9,1.085,1.72070385703573,0.191015033876679,0.191015047549589
