trapping,TBR_req,I_startup [kg],I_div_trapped [kg],I_FW_trapped [kg]
0.01,1.185,1.6511935083883,0.212323550992523,0.212321552307501
0.1,1.26,5.10222573791122,2.12246805505743,2.12246630572243
