trapping,TBR_req,I_startup [kg],I_div_trapped [kg],I_FW_trapped [kg]
0.01,1.09,1.46005542888942,0.0212315811905771,0.0212313972777767
0.1,1.09,1.75244738149673,0.212245807323137,0.212245655898191
