trapping,TBR_req,I_startup [kg],I_div_trapped [kg],I_FW_trapped [kg]
1e-07,1.125,1.57748587634011,1.83370450178397e-05,1.83370480427743e-05
1e-06,1.125,1.57763782383692,0.000183370375610505,0.000183370407601489
1e-05,1.125,1.5791778054722,0.001833703681511,0.00183370400316248
