trapping,TBR_req,I_startup [kg],I_div_trapped [kg],I_FW_trapped [kg]
1e-07,1.105,1.45401044403271,1.83370468557689e-06,1.83370498271722e-06
1e-06,1.105,1.45401114408463,1.8337039504824e-05,1.8337042647309e-05
1e-05,1.105,1.45401811825133,0.000183370387697034,0.000183370419292966
