x,t=0.1s,t=30000000.0s
1.002004008016032209e-08,6.593598184238271215e+24,1.896528037936491313e+24
0.000000000000000000e+00,1.256883903347086254e+23,9.287289655212338315e+21
2.004008016032064418e-08,1.129736515344308025e+25,3.673972027898083194e+24
1.002004008016032209e-08,6.593598184238270141e+24,1.896528037936491313e+24
3.006012024048096958e-08,1.489195088474787488e+25,5.346587948962456896e+24
2.004008016032064418e-08,1.129736515344307811e+25,3.673972027898080510e+24
4.008016032064128836e-08,1.771922519874366706e+25,6.919456208114024909e+24
3.006012024048096958e-08,1.489195088474787059e+25,5.346587948962453675e+24
5.010020040080160715e-08,1.999863767524033426e+25,8.398038449615263767e+24
4.008016032064128836e-08,1.771922519874366706e+25,6.919456208114019541e+24
6.012024048096193916e-08,2.187065975483213274e+25,9.787847313050994794e+24
5.010020040080160715e-08,1.999863767524033855e+25,8.398038449615262693e+24
7.014028056112225794e-08,2.343156157372722855e+25,1.109434515120938850e+25
6.012024048096193916e-08,2.187065975483212844e+25,9.787847313051001236e+24
8.016032064128257673e-08,2.474911329315966144e+25,1.232283838966314556e+25
7.014028056112225794e-08,2.343156157372721566e+25,1.109434515120938206e+25
9.018036072144289551e-08,2.587264829452143059e+25,1.347841659163086297e+25
8.016032064128257673e-08,2.474911329315967003e+25,1.232283838966313268e+25
1.002004008016032143e-07,2.683895034149237178e+25,1.456591269657138331e+25
9.018036072144289551e-08,2.587264829452142629e+25,1.347841659163086512e+25
1.102204408817635463e-07,2.767605695424413233e+25,1.558988212863160395e+25
1.002004008016032143e-07,2.683895034149238036e+25,1.456591269657137901e+25
1.202404809619238783e-07,2.840573702488894158e+25,1.655459466825780672e+25
1.102204408817635463e-07,2.767605695424413233e+25,1.558988212863160610e+25
1.302605210420841839e-07,2.904516952876729279e+25,1.746403552422943346e+25
1.202404809619238783e-07,2.840573702488894588e+25,1.655459466825782819e+25
1.402805611222445159e-07,2.960810530468322493e+25,1.832191262344931458e+25
1.302605210420841839e-07,2.904516952876729279e+25,1.746403552422943131e+25
1.503006012024048214e-07,3.010569046793106329e+25,1.913166797804913874e+25
1.402805611222445159e-07,2.960810530468324211e+25,1.832191262344931888e+25
1.603206412825651535e-07,3.054706127429674014e+25,1.989649154141418773e+25
1.503006012024048214e-07,3.010569046793106329e+25,1.913166797804914518e+25
1.703406813627254855e-07,3.093978160603386936e+25,2.061933641248809828e+25
1.603206412825651535e-07,3.054706127429675303e+25,1.989649154141418344e+25
1.803607214428857910e-07,3.129016982492687300e+25,2.130293457840104008e+25
1.703406813627254855e-07,3.093978160603388654e+25,2.061933641248810257e+25
1.903807615230461230e-07,3.160354649825560452e+25,2.194981263392048511e+25
1.803607214428857910e-07,3.129016982492689447e+25,2.130293457840102290e+25
2.004008016032064286e-07,3.188442461081395163e+25,2.256230709916238401e+25
1.903807615230461230e-07,3.160354649825561311e+25,2.194981263392048081e+25
2.104208416833667606e-07,3.213665736275867166e+25,2.314257909078782812e+25
2.004008016032064286e-07,3.188442461081394304e+25,2.256230709916237542e+25
2.204408817635270926e-07,3.236355426993028911e+25,2.369262819854418386e+25
2.104208416833667606e-07,3.213665736275864589e+25,2.314257909078783671e+25
2.304609218436873982e-07,3.256797328531670719e+25,2.421430548793959675e+25
2.204408817635270926e-07,3.236355426993028482e+25,2.369262819854419674e+25
2.404809619238477567e-07,3.275239457597511730e+25,2.470932559822810110e+25
2.304609218436873982e-07,3.256797328531671149e+25,2.421430548793960534e+25
2.505010020040080622e-07,3.291898011947200475e+25,2.517927793815526197e+25
2.404809619238477567e-07,3.275239457597510012e+25,2.470932559822809681e+25
2.605210420841683677e-07,3.306962223266371078e+25,2.562563700414457148e+25
2.505010020040080622e-07,3.291898011947200475e+25,2.517927793815525338e+25
2.705410821643286733e-07,3.320598338458329545e+25,2.604977185984114789e+25
2.605210420841683677e-07,3.306962223266372366e+25,2.562563700414455859e+25
2.805611222444890318e-07,3.332952908780554793e+25,2.645295482442742833e+25
2.705410821643286733e-07,3.320598338458329116e+25,2.604977185984114359e+25
2.905811623246493373e-07,3.344155525001071993e+25,2.683636942156124649e+25
2.805611222444890318e-07,3.332952908780553075e+25,2.645295482442741115e+25
3.006012024048096429e-07,3.354321105888964982e+25,2.720111764238698727e+25
2.905811623246493373e-07,3.344155525001071993e+25,2.683636942156125079e+25
3.106212424849700014e-07,3.363551824060652605e+25,2.754822657573393083e+25
3.006012024048096429e-07,3.354321105888964552e+25,2.720111764238698298e+25
3.206412825651303069e-07,3.371938735466334517e+25,2.787865445699657994e+25
3.106212424849700014e-07,3.363551824060652175e+25,2.754822657573390935e+25
3.306613226452906125e-07,3.379563165182008656e+25,2.819329618475921954e+25
3.206412825651303069e-07,3.371938735466334517e+25,2.787865445699657994e+25
3.406813627254509709e-07,3.386497891634544772e+25,2.849298835131728464e+25
3.306613226452906125e-07,3.379563165182008226e+25,2.819329618475923672e+25
3.507014028056112765e-07,3.392808163173388588e+25,2.877851383010003044e+25
3.406813627254509709e-07,3.386497891634545202e+25,2.849298835131728464e+25
3.607214428857715820e-07,3.398552574455673300e+25,2.905060595977460347e+25
3.507014028056112765e-07,3.392808163173388588e+25,2.877851383010000467e+25
3.707414829659319405e-07,3.403783825018811349e+25,2.930995236162475970e+25
3.607214428857715820e-07,3.398552574455675017e+25,2.905060595977458629e+25
3.807615230460922461e-07,3.408549378366274077e+25,2.955719842372100323e+25
3.707414829659319405e-07,3.403783825018810490e+25,2.930995236162477259e+25
3.907815631262525516e-07,3.412892036655513813e+25,2.979295048247677830e+25
3.807615230460922461e-07,3.408549378366272788e+25,2.955719842372100323e+25
4.008016032064128572e-07,3.416850443474276144e+25,3.001777872944869702e+25
3.907815631262525516e-07,3.412892036655511665e+25,2.979295048247676541e+25
4.108216432865732157e-07,3.420459525087777212e+25,3.023221986869369945e+25
4.008016032064128572e-07,3.416850443474275714e+25,3.001777872944870561e+25
4.208416833667335212e-07,3.423750878829842786e+25,3.043677954765034623e+25
4.108216432865732157e-07,3.420459525087775064e+25,3.023221986869369516e+25
4.308617234468938267e-07,3.426753115915524967e+25,3.063193458236135311e+25
4.208416833667335212e-07,3.423750878829841497e+25,3.043677954765034623e+25
4.408817635270541852e-07,3.429492164807892279e+25,3.081813499588753232e+25
4.308617234468938267e-07,3.426753115915522390e+25,3.063193458236136170e+25
4.509018036072144908e-07,3.431991540328346579e+25,3.099580588697781463e+25
4.408817635270541852e-07,3.429492164807888843e+25,3.081813499588751514e+25
4.609218436873747963e-07,3.434272582919187577e+25,3.116534914443519241e+25
4.509018036072144908e-07,3.431991540328347867e+25,3.099580588697782322e+25
4.709418837675351548e-07,3.436354671818189524e+25,3.132714502114875107e+25
4.609218436873747963e-07,3.434272582919187148e+25,3.116534914443520959e+25
4.809619238476955133e-07,3.438255415363759518e+25,3.148155358043219957e+25
4.709418837675351548e-07,3.436354671818190383e+25,3.132714502114874248e+25
4.909819639278558188e-07,3.439990821195446247e+25,3.162891602610803860e+25
4.809619238476955133e-07,3.438255415363759088e+25,3.148155358043218668e+25
5.010020040080161244e-07,3.441575448733346231e+25,3.176955592669130865e+25
4.909819639278558188e-07,3.439990821195447535e+25,3.162891602610803860e+25
5.110220440881764299e-07,3.443022545997753077e+25,3.190378034304874117e+25
5.010020040080161244e-07,3.441575448733346231e+25,3.176955592669130006e+25
5.210420841683367355e-07,3.444344172557892451e+25,3.203188086802729374e+25
5.110220440881764299e-07,3.443022545997751789e+25,3.190378034304875405e+25
5.310621242484970410e-07,3.445551310166490600e+25,3.215413458574867205e+25
5.210420841683367355e-07,3.444344172557892451e+25,3.203188086802731522e+25
5.410821643286573466e-07,3.446653962439208883e+25,3.227080495755065083e+25
5.310621242484970410e-07,3.445551310166490170e+25,3.215413458574867635e+25
5.511022044088177580e-07,3.447661244768638642e+25,3.238214264090702360e+25
5.410821643286573466e-07,3.446653962439207594e+25,3.227080495755065513e+25
5.611222444889780636e-07,3.448581465517201775e+25,3.248838624707536860e+25
5.511022044088177580e-07,3.447661244768638642e+25,3.238214264090702360e+25
5.711422845691383691e-07,3.449422199407947718e+25,3.258976304269356303e+25
5.611222444889780636e-07,3.448581465517203923e+25,3.248838624707534713e+25
5.811623246492986747e-07,3.450190353924160290e+25,3.268648960007135820e+25
5.711422845691383691e-07,3.449422199407950295e+25,3.258976304269353297e+25
5.911823647294589802e-07,3.450892229434726848e+25,3.277877240049198444e+25
5.811623246492986747e-07,3.450190353924160290e+25,3.268648960007135820e+25
6.012024048096192857e-07,3.451533573680891836e+25,3.286680839445124151e+25
5.911823647294589802e-07,3.450892229434728136e+25,3.277877240049200162e+25
6.112224448897796972e-07,3.452119631188709202e+25,3.295078552240923072e+25
6.012024048096192857e-07,3.451533573680892266e+25,3.286680839445124580e+25
6.212424849699400027e-07,3.452655188109641708e+25,3.303088319931217842e+25
6.112224448897796972e-07,3.452119631188711349e+25,3.295078552240923931e+25
6.312625250501003083e-07,3.453144612937126207e+25,3.310727276585342266e+25
6.212424849699400027e-07,3.452655188109641708e+25,3.303088319931219131e+25
6.412825651302606138e-07,3.453591893499229181e+25,3.318011790918074996e+25
6.312625250501003083e-07,3.453144612937127066e+25,3.310727276585340978e+25
6.513026052104209194e-07,3.454000670585360894e+25,3.324957505552171111e+25
6.412825651302606138e-07,3.453591893499230469e+25,3.318011790918073707e+25
6.613226452905812249e-07,3.454374268527789012e+25,3.331579373698188134e+25
6.513026052104209194e-07,3.454000670585359605e+25,3.324957505552170681e+25
6.713426853707415305e-07,3.454715723025938696e+25,3.337891693457657105e+25
6.613226452905812249e-07,3.454374268527789012e+25,3.331579373698188134e+25
6.813627254509019419e-07,3.455027806472146582e+25,3.343908139937847981e+25
6.713426853707415305e-07,3.454715723025939555e+25,3.337891693457656676e+25
6.913827655310622474e-07,3.455313051011719010e+25,3.349641795350212396e+25
6.813627254509019419e-07,3.455027806472146153e+25,3.343908139937846263e+25
7.014028056112225530e-07,3.455573769547123407e+25,3.355105177249888121e+25
6.913827655310622474e-07,3.455313051011717721e+25,3.349641795350209819e+25
7.114228456913828585e-07,3.455812074875456754e+25,3.360310265060217499e+25
7.014028056112225530e-07,3.455573769547124266e+25,3.355105177249888121e+25
7.214428857715431641e-07,3.456029897130098179e+25,3.365268525014040005e+25
7.114228456913828585e-07,3.455812074875458043e+25,3.360310265060219646e+25
7.314629258517034696e-07,3.456228999680896069e+25,3.369990933632313934e+25
7.214428857715431641e-07,3.456029897130098179e+25,3.365268525014040434e+25
7.414829659318638810e-07,3.456410993632654814e+25,3.374487999850536357e+25
7.314629258517034696e-07,3.456228999680893922e+25,3.369990933632314363e+25
7.515030060120241866e-07,3.456577351048299300e+25,3.378769785894040820e+25
7.414829659318638810e-07,3.456410993632650949e+25,3.374487999850536357e+25
7.615230460921844921e-07,3.456729417011377746e+25,3.382845926994828121e+25
7.515030060120241866e-07,3.456577351048298441e+25,3.378769785894040820e+25
7.715430861723447977e-07,3.456868420631761209e+25,3.386725650034787543e+25
7.615230460921844921e-07,3.456729417011379464e+25,3.382845926994828121e+25
7.815631262525051032e-07,3.456995485088829760e+25,3.390417791193072799e+25
7.715430861723447977e-07,3.456868420631762498e+25,3.386725650034786684e+25
7.915831663326654088e-07,3.457111636797710931e+25,3.393930812668967800e+25
7.815631262525051032e-07,3.456995485088827612e+25,3.390417791193075376e+25
8.016032064128257143e-07,3.457217813776376811e+25,3.397272818545476777e+25
7.915831663326654088e-07,3.457111636797712219e+25,3.393930812668967800e+25
8.116232464929861258e-07,3.457314873284190547e+25,3.400451569853663523e+25
8.016032064128257143e-07,3.457217813776378529e+25,3.397272818545476777e+25
8.216432865731464313e-07,3.457403598796191066e+25,3.403474498892594187e+25
8.116232464929861258e-07,3.457314873284191406e+25,3.400451569853662664e+25
8.316633266533067369e-07,3.457484706371596277e+25,3.406348722855267915e+25
8.216432865731464313e-07,3.457403598796193643e+25,3.403474498892594187e+25
8.416833667334670424e-07,3.457558850469658659e+25,3.409081056806783523e+25
8.316633266533067369e-07,3.457484706371595847e+25,3.406348722855267915e+25
8.517034068136273479e-07,3.457626629261371576e+25,3.411678026057060518e+25
8.416833667334670424e-07,3.457558850469658659e+25,3.409081056806782235e+25
8.617234468937876535e-07,3.457688589481105136e+25,3.414145877967098608e+25
8.517034068136273479e-07,3.457626629261371576e+25,3.411678026057059659e+25
8.717434869739480649e-07,3.457745230858312791e+25,3.416490593224420909e+25
8.617234468937876535e-07,3.457688589481104277e+25,3.414145877967098178e+25
8.817635270541083705e-07,3.457797010166046967e+25,3.418717896620479194e+25
8.717434869739480649e-07,3.457745230858313650e+25,3.416490593224419621e+25
8.917835671342686760e-07,3.457844344919519899e+25,3.420833267360170546e+25
8.817635270541083705e-07,3.457797010166047397e+25,3.418717896620480482e+25
9.018036072144289816e-07,3.457887616755248609e+25,3.422841948931081658e+25
8.917835671342686760e-07,3.457844344919518611e+25,3.420833267360171835e+25
9.118236472945892871e-07,3.457927174518507607e+25,3.424748958557901115e+25
9.018036072144289816e-07,3.457887616755248609e+25,3.422841948931081658e+25
9.218436873747495927e-07,3.457963337084375513e+25,3.426559096265395682e+25
9.118236472945892871e-07,3.457927174518507607e+25,3.424748958557901974e+25
9.318637274549100041e-07,3.457996395935538347e+25,3.428276953571447297e+25
9.218436873747495927e-07,3.457963337084375943e+25,3.426559096265396112e+25
9.418837675350703096e-07,3.458026617517837714e+25,3.429906921829988821e+25
9.318637274549100041e-07,3.457996395935538776e+25,3.428276953571446438e+25
9.519038076152306152e-07,3.458054245392903261e+25,3.431453200242085701e+25
9.418837675350703096e-07,3.458026617517839432e+25,3.429906921829989250e+25
9.619238476953910266e-07,3.458079502205321570e+25,3.432919803552053507e+25
9.519038076152306152e-07,3.458054245392902402e+25,3.431453200242087848e+25
9.719438877755512263e-07,3.458102591480435596e+25,3.434310569444090838e+25
9.619238476953910266e-07,3.458079502205319852e+25,3.432919803552053936e+25
9.819639278557116377e-07,3.458123699267400726e+25,3.435629165653936851e+25
9.719438877755512263e-07,3.458102591480433878e+25,3.434310569444090838e+25
9.919839679358718374e-07,3.458142995640822599e+25,3.436879096808751417e+25
9.819639278557116377e-07,3.458123699267402444e+25,3.435629165653935992e+25
1.002004008016032249e-06,3.458160636073201877e+25,3.438063711007666019e+25
9.919839679358718374e-07,3.458142995640821310e+25,3.436879096808750987e+25
1.012024048096192448e-06,3.458176762689346451e+25,3.439186206154387898e+25
1.002004008016032249e-06,3.458160636073202736e+25,3.438063711007665160e+25
1.022044088176352860e-06,3.458191505412878595e+25,3.440249636052590582e+25
1.012024048096192448e-06,3.458176762689346451e+25,3.439186206154386610e+25
1.032064128256513271e-06,3.458204983014197109e+25,3.441256916273998853e+25
1.022044088176352860e-06,3.458191505412879883e+25,3.440249636052593159e+25
1.042084168336673471e-06,3.458217304068320744e+25,3.442210829808404910e+25
1.032064128256513271e-06,3.458204983014198827e+25,3.441256916273998424e+25
1.052104208416833882e-06,3.458228567830409117e+25,3.443114032504379182e+25
1.042084168336673471e-06,3.458217304068319026e+25,3.442210829808404051e+25
1.062124248496994082e-06,3.458238865036062442e+25,3.443969058308720257e+25
1.052104208416833882e-06,3.458228567830406970e+25,3.443114032504378753e+25
1.072144288577154494e-06,3.458248278632831338e+25,3.444778324312322049e+25
1.062124248496994082e-06,3.458238865036062013e+25,3.443969058308720686e+25
1.082164328657314693e-06,3.458256884448884395e+25,3.445544135609688776e+25
1.072144288577154494e-06,3.458248278632831768e+25,3.444778324312323767e+25
1.092184368737475105e-06,3.458264751804232272e+25,3.446268689978772556e+25
1.082164328657314693e-06,3.458256884448883106e+25,3.445544135609688776e+25
1.102204408817635516e-06,3.458271944069441527e+25,3.446954082387695477e+25
1.092184368737475105e-06,3.458264751804232272e+25,3.446268689978770838e+25
1.112224448897795716e-06,3.458278519176387826e+25,3.447602309334337737e+25
1.102204408817635516e-06,3.458271944069441956e+25,3.446954082387695907e+25
1.122244488977956127e-06,3.458284530085093987e+25,3.448215273024621416e+25
1.112224448897795716e-06,3.458278519176385679e+25,3.447602309334339026e+25
1.132264529058116327e-06,3.458290025210532896e+25,3.448794785394985717e+25
1.122244488977956127e-06,3.458284530085093128e+25,3.448215273024620986e+25
1.142284569138276738e-06,3.458295048812738106e+25,3.449342571984310298e+25
1.132264529058116327e-06,3.458290025210532467e+25,3.448794785394982711e+25
