x,t=0.1s,t=30000000.0s
1.002004008016032209e-08,4.992362745684147831e+21,2.705650916973281690e+19
0.000000000000000000e+00,1.662872256972077440e+17,4.880370342633054688e+12
2.004008016032064418e-08,9.975945737575514243e+21,5.411295489166505574e+19
1.002004008016032209e-08,4.992362745684144685e+21,2.705650916973282099e+19
3.006012024048096958e-08,1.495093733042290898e+22,8.116934204322881536e+19
2.004008016032064418e-08,9.975945737575518437e+21,5.411295489166503936e+19
4.008016032064128836e-08,1.991735913294924559e+22,1.082256706214779126e+20
3.006012024048096958e-08,1.495093733042290898e+22,8.116934204322876621e+19
5.010020040080160715e-08,2.487523277669245806e+22,1.352819406234684621e+20
4.008016032064128836e-08,1.991735913294924140e+22,1.082256706214778470e+20
6.012024048096193916e-08,2.982457978746651751e+22,1.623381520462560625e+20
5.010020040080160715e-08,2.487523277669245806e+22,1.352819406234684785e+20
7.014028056112225794e-08,3.476542162029330301e+22,1.893943048868966236e+20
6.012024048096193916e-08,2.982457978746651751e+22,1.623381520462560952e+20
8.016032064128257673e-08,3.969777965053371220e+22,2.164503991424460063e+20
7.014028056112225794e-08,3.476542162029329462e+22,1.893943048868966236e+20
9.018036072144289551e-08,4.462167517675106651e+22,2.435064348099601367e+20
8.016032064128257673e-08,3.969777965053370381e+22,2.164503991424461373e+20
1.002004008016032143e-07,4.953712942042788240e+22,2.705624118864951378e+20
9.018036072144289551e-08,4.462167517675106651e+22,2.435064348099602350e+20
1.102204408817635463e-07,5.444416352652264840e+22,2.976183303691072307e+20
1.002004008016032143e-07,4.953712942042788240e+22,2.705624118864952689e+20
1.202404809619238783e-07,5.934279856379863341e+22,3.246741902548527350e+20
1.102204408817635463e-07,5.444416352652266517e+22,2.976183303691073618e+20
1.302605210420841839e-07,6.423305552521059317e+22,3.517299915407875113e+20
1.202404809619238783e-07,5.934279856379863341e+22,3.246741902548527350e+20
1.402805611222445159e-07,6.911495532827298811e+22,3.787857342239686001e+20
1.302605210420841839e-07,6.423305552521055961e+22,3.517299915407875113e+20
1.503006012024048214e-07,7.398851881543027340e+22,4.058414183014517965e+20
1.402805611222445159e-07,6.911495532827296295e+22,3.787857342239686001e+20
1.603206412825651535e-07,7.885376675442367398e+22,4.328970437702944686e+20
1.503006012024048214e-07,7.398851881543028179e+22,4.058414183014516654e+20
1.703406813627254855e-07,8.371071983865573671e+22,4.599526106275525427e+20
1.603206412825651535e-07,7.885376675442364042e+22,4.328970437702943375e+20
1.803607214428857910e-07,8.855939868755294473e+22,4.870081188702831247e+20
1.703406813627254855e-07,8.371071983865571993e+22,4.599526106275526083e+20
1.903807615230461230e-07,9.339982384692558876e+22,5.140635684955429274e+20
1.803607214428857910e-07,8.855939868755292796e+22,4.870081188702832558e+20
2.004008016032064286e-07,9.823201578932584317e+22,5.411189595003890565e+20
1.903807615230461230e-07,9.339982384692558876e+22,5.140635684955429929e+20
2.104208416833667606e-07,1.030559949144031914e+23,5.681742918818782249e+20
2.004008016032064286e-07,9.823201578932585995e+22,5.411189595003890565e+20
2.204408817635270926e-07,1.078717815492580223e+23,5.952295656370680627e+20
2.104208416833667606e-07,1.030559949144031746e+23,5.681742918818782249e+20
2.304609218436873982e-07,1.126793959487926268e+23,6.222847807630150205e+20
2.204408817635270926e-07,1.078717815492580055e+23,5.952295656370678006e+20
2.404809619238477567e-07,1.174788582960602641e+23,6.493399372567766630e+20
2.304609218436873982e-07,1.126793959487925933e+23,6.222847807630148895e+20
2.505010020040080622e-07,1.222701887026121817e+23,6.763950351154102927e+20
2.404809619238477567e-07,1.174788582960602473e+23,6.493399372567766630e+20
2.605210420841683677e-07,1.270534072088420019e+23,7.034500743359732122e+20
2.505010020040080622e-07,1.222701887026121314e+23,6.763950351154101617e+20
2.705410821643286733e-07,1.318285337843284627e+23,7.305050549155229860e+20
2.605210420841683677e-07,1.270534072088419180e+23,7.034500743359734743e+20
2.805611222444890318e-07,1.365955883281759454e+23,7.575599768511183585e+20
2.705410821643286733e-07,1.318285337843284794e+23,7.305050549155232481e+20
2.905811623246493373e-07,1.413545906693524014e+23,7.846148401398146662e+20
2.805611222444890318e-07,1.365955883281759286e+23,7.575599768511183585e+20
3.006012024048096429e-07,1.461055605670262216e+23,8.116696447786718331e+20
2.905811623246493373e-07,1.413545906693524014e+23,7.846148401398147973e+20
3.106212424849700014e-07,1.508485177108998012e+23,8.387243907647463752e+20
3.006012024048096429e-07,1.461055605670262048e+23,8.116696447786718331e+20
3.206412825651303069e-07,1.555834817215416448e+23,8.657790780950967747e+20
3.106212424849700014e-07,1.508485177108997845e+23,8.387243907647461130e+20
3.306613226452906125e-07,1.603104721507173301e+23,8.928337067667804652e+20
3.206412825651303069e-07,1.555834817215415777e+23,8.657790780950965125e+20
3.406813627254509709e-07,1.650295084817163286e+23,9.198882767768568463e+20
3.306613226452906125e-07,1.603104721507172965e+23,8.928337067667803341e+20
3.507014028056112765e-07,1.697406101296788590e+23,9.469427881223820411e+20
3.406813627254509709e-07,1.650295084817162950e+23,9.198882767768563220e+20
3.607214428857715820e-07,1.744437964419196875e+23,9.739972408004164977e+20
3.507014028056112765e-07,1.697406101296788590e+23,9.469427881223820411e+20
3.707414829659319405e-07,1.791390866982501498e+23,1.001051634808017256e+21
3.607214428857715820e-07,1.744437964419196875e+23,9.739972408004163666e+20
3.807615230460922461e-07,1.838265001112983610e+23,1.028105970142242537e+21
3.707414829659319405e-07,1.791390866982500492e+23,1.001051634808017388e+21
3.907815631262525516e-07,1.885060558268271103e+23,1.055160246800152134e+21
3.807615230460922461e-07,1.838265001112983610e+23,1.028105970142242537e+21
4.008016032064128572e-07,1.931777729240506481e+23,1.082214464778803347e+21
3.907815631262525516e-07,1.885060558268270767e+23,1.055160246800151740e+21
4.108216432865732157e-07,1.978416704159482527e+23,1.109268624075255972e+21
4.008016032064128572e-07,1.931777729240506816e+23,1.082214464778803347e+21
4.208416833667335212e-07,2.024977672495769573e+23,1.136322724686567440e+21
4.108216432865732157e-07,1.978416704159482192e+23,1.109268624075255972e+21
4.308617234468938267e-07,2.071460823063822305e+23,1.163376766609797939e+21
4.208416833667335212e-07,2.024977672495768902e+23,1.136322724686567571e+21
4.408817635270541852e-07,2.117866344025063414e+23,1.190430749842006344e+21
4.308617234468938267e-07,2.071460823063822305e+23,1.163376766609797677e+21
4.509018036072144908e-07,2.164194422890951816e+23,1.217484674380249956e+21
4.408817635270541852e-07,2.117866344025062742e+23,1.190430749842005819e+21
4.609218436873747963e-07,2.210445246526030736e+23,1.244538540221589357e+21
4.509018036072144908e-07,2.164194422890950809e+23,1.217484674380249694e+21
4.709418837675351548e-07,2.256619001150961699e+23,1.271592347363084599e+21
4.609218436873747963e-07,2.210445246526030736e+23,1.244538540221589357e+21
4.809619238476955133e-07,2.302715872345533018e+23,1.298646095801792332e+21
4.709418837675351548e-07,2.256619001150960692e+23,1.271592347363084337e+21
4.909819639278558188e-07,2.348736045051654198e+23,1.325699785534773658e+21
4.809619238476955133e-07,2.302715872345532012e+23,1.298646095801792856e+21
5.010020040080161244e-07,2.394679703576338581e+23,1.352753416559089680e+21
4.909819639278558188e-07,2.348736045051653191e+23,1.325699785534773395e+21
5.110220440881764299e-07,2.440547031594652454e+23,1.379806988871795474e+21
5.010020040080161244e-07,2.394679703576337575e+23,1.352753416559088894e+21
5.210420841683367355e-07,2.486338212152665147e+23,1.406860502469953978e+21
5.110220440881764299e-07,2.440547031594652454e+23,1.379806988871794950e+21
5.310621242484970410e-07,2.532053427670363239e+23,1.433913957350623937e+21
5.210420841683367355e-07,2.486338212152664811e+23,1.406860502469954503e+21
5.410821643286573466e-07,2.577692859944567445e+23,1.460967353510865666e+21
5.310621242484970410e-07,2.532053427670363574e+23,1.433913957350623937e+21
5.511022044088177580e-07,2.623256690151809236e+23,1.488020690947739222e+21
5.410821643286573466e-07,2.577692859944567780e+23,1.460967353510865404e+21
5.611222444889780636e-07,2.668745098851210148e+23,1.515073969658303611e+21
5.511022044088177580e-07,2.623256690151809236e+23,1.488020690947739484e+21
5.711422845691383691e-07,2.714158265987335916e+23,1.542127189639618101e+21
5.611222444889780636e-07,2.668745098851210148e+23,1.515073969658303611e+21
5.811623246492986747e-07,2.759496370893029145e+23,1.569180350888745632e+21
5.711422845691383691e-07,2.714158265987335916e+23,1.542127189639618101e+21
5.911823647294589802e-07,2.804759592292236940e+23,1.596233453402744685e+21
5.811623246492986747e-07,2.759496370893028810e+23,1.569180350888745370e+21
6.012024048096192857e-07,2.849948108302805316e+23,1.623286497178673742e+21
5.911823647294589802e-07,2.804759592292235933e+23,1.596233453402744160e+21
6.112224448897796972e-07,2.895062096439275967e+23,1.650339482213596266e+21
6.012024048096192857e-07,2.849948108302803974e+23,1.623286497178674266e+21
6.212424849699400027e-07,2.940101733615655841e+23,1.677392408504571789e+21
6.112224448897796972e-07,2.895062096439275631e+23,1.650339482213596266e+21
6.312625250501003083e-07,2.985067196148162232e+23,1.704445276048660365e+21
6.212424849699400027e-07,2.940101733615656512e+23,1.677392408504571527e+21
6.412825651302606138e-07,3.029958659757976930e+23,1.731498084842921787e+21
6.312625250501003083e-07,2.985067196148162903e+23,1.704445276048660103e+21
6.513026052104209194e-07,3.074776299573952716e+23,1.758550834884418470e+21
6.412825651302606138e-07,3.029958659757975588e+23,1.731498084842921787e+21
6.613226452905812249e-07,3.119520290135329934e+23,1.785603526170210468e+21
6.513026052104209194e-07,3.074776299573952045e+23,1.758550834884418470e+21
6.713426853707415305e-07,3.164190805394426545e+23,1.812656158697358885e+21
6.613226452905812249e-07,3.119520290135329263e+23,1.785603526170210206e+21
